varID,var6_0,var6_1,var6_2,var6_3,var6_4,var6_5,var6_6,var6_6a,var6_7,var6_8,var6_9,var6_10,var6_11,var6_12,var6_13,var6_14,var6_14a,var6_15,var6_16,var6_17,var6_18,var6_19,var6_20,var6_21,var6_22,var6_23,var6_24,var6_25,var6_26,var6_26a,var6_27,var6_28,var6_29,var6_30,var6_31,var6_32,var6_33,var6_34,var6_34a,var6_35,var6_36,var6_37,var6_38,var6_38a,var6_39,var6_40,var6_41,var6_42,var6_43,var6_44,var6_45,var6_46,var6_47,var6_48,var6_49,var6_50,var6_50a,var6_51,var6_52,var6_53,var6_54,var6_55,var6_55a,var6_56,var6_56a,var6_57,var6_58,var6_59,var6_60,var6_61,var6_62,var6_63,var6_64,var6_64a,var6_65,var6_66,var6_67,var6_68,var6_69,var6_70,var6_71,var6_71a
3703030105,粮食作物2,a21,1,500,是,是,5,,100,0,45,0.33,0.33,0,0,,,.,.,.,.,,65,,.,.,2,32.5,2,,100,100,0,0,100,10,10,0,,1.5,0,增加,,,.,.,.,.,.,225,,.,50,增加,,,,,,.,0,4,,7,下雨,,.,,.,,.,.,1,,0,0,0,0,20,0,0,
3703030106,粮食作物1,a1,2,600,是,否,5,,100,0,100,1,4,0,0,,,.,.,.,.,100,150,,.,.,30,5,2,,100,100,.,.,100,40,20,60,,3,0,增加,1,,0,0,0,0,100,340,2,0,50,增加,0,,,,0,.,100,2,,1,,2.5,0,,.,5,0,0,3,,100,0,100,1,0,0,0,
3703030106,粮食作物2,a21,2,900,是,否,5,,100,0,180,1,4,0,0,,,.,.,.,.,100,165,,.,.,6,27.5,2,,100,100,.,.,100,30,40,25,,3,0,增加,1,,0,0,0,0,100,340,2,0,50,增加,0,,,,0,.,100,2,,1,,2.5,0,,.,5,0,0,1,,0,0,0,0,20,0,0,
3703030107,粮食作物1,a1,3,900,是,否,5,,100,0,150,1,3,1,0,4,,100,0,.,.,100,90,3,1,0,10,3,1,,0,0,0,0,100,10,10,0,,1,0,增加,1,,0,0,0,0,100,480,1,0,50,增加,0,,,,0,.,100,4,,7,下雨,,0,,.,0,0,0,3,,100,100,150,1,1,0,0,
3703030108,粮食作物1,a1,3,1200,是,是,5,,100,0,180,1,3,0,0,4,,100,0,.,.,100,75,3,1,0,12.5,6,2,,100,100,0,0,100,30,0,30,,1.5,0,增加,1,,0,0,0,0,100,540,1.5,0,50,增加,0,,,,0,.,0,,,,,,.,,.,,.,.,3,,100,0,120,1,2,0,0,
3703030108,粮食作物2,a21,3,1500,是,否,5,,100,0,120,1,3,0,0,4,,100,0,.,.,100,40,3,1,0,2,20,2,,100,100,0,0,100,30,30,0,,1.5,0,增加,1,,0,0,0,0,100,480,1.5,0,50,增加,0,,,,0,.,0,,,,,,.,,.,,.,.,3,,100,0,180,1,2,0,0,
3703030109,粮食作物1,a1,1.4,350,是,是,5,,100,0,84,0.2,5,0,0,4,,100,0,0,0.7,0,0,5,0,0,21,0,2,,100,100,0,0,100,0,0,0,,2,0,增加,3,,100,0,0,0.2,100,420,0,0,75,增加,0,,,,0,.,100,2,,1,,2,0,,.,0,0,0,3,,100,0,56,0.2,0,0,0,
3703030109,粮食作物2,a21,1.4,350,是,是,5,,100,0,112,0.2,5,0,0,4,,100,0,0,0.2,100,70,5,0,0,2,35,2,,100,100,0,0,100,10,20,12,,2,0,增加,3,,100,0,0,0.2,100,420,0,0,75,增加,0,,,,0,.,100,2,,1,,2,0,,.,0,0,0,3,,100,0,56,0.2,0,0,0,
3703030110,粮食作物1,a1,1.5,525,是,是,5,,100,0,90,0.75,2,0,0,,,.,.,.,.,100,67.5,,.,.,22.5,3,2,,100,0,0,0,100,10,10,0,,0.45,0,减少,,,.,.,.,.,100,160,,.,60,减少,,,,,,.,100,1,,1,,0.5,0,,.,0.75,0,9999,3,,100,0,60,0.45,0,0,0,
3703030110,粮食作物2,a21,0.8,400,是,是,5,,100,0,48,0.4,2,0,0,,,.,.,.,.,100,160,,.,.,16,10,2,,100,0,0,0,100,10,10,0,,0.24,0,减少,,,.,.,.,.,100,160,,.,32,减少,,,,,,.,100,1,,1,,0.5,0,,.,0.4,0,9999,3,,100,0,48,0.24,0,0,0,
3703030111,粮食作物1,a1,6.5,1950,是,否,5,,100,0,780,1,6.5,0,0,4,,100,0,.,.,100,390,6.5,0,0,130,3,1,,0,0,0,0,100,390,65,10,,4,0,增加,1,,0,0,0,0,100,475,76,0,650,增加,0,,,0,9999,9999,100,4,,7,雨水,0,0,否,0,0,0,0,3,,100,0,50,1,0,0,0,
3703030112,粮食作物1,a1,3,1200,否,否,5,,100,0,120,1,3,0,0,4,,100,0,150,1,100,78,3,0,0,30,2.6,2,,100,100,0,0,100,0,60,0,,3,0,不变,1,,0,0,0,0,100,660,1.5,0,80,不变,0,,,,0,.,100,2,,1,,2,0,否,0,6,0,0,3,,100,100,180,1.5,1,0,0,
3703030112,粮食作物2,a21,3,1500,是,是,5,,100,0,120,1,3,0,0,4,,100,0,180,1,100,180,3,0,0,9,20,2,,100,100,0,0,100,50,60,0,,3,0,不变,1,,0,0,0,0,100,600,1.5,0,75,不变,0,,,,0,.,100,2,,1,,2,0,否,0,6,0,0,3,,100,100,240,1.5,1,0,0,
3703030201,粮食作物1,a1,5,1575,否,是,5,,100,0,250,2,3,0,0,4,,100,0,300,2.5,100,300,2,0,0,75,4,2,,100,100,0,0,100,250,9999,0,,10,0,增加,1,,.,.,.,.,100,900,12,0,125,不变,0,,,,0,.,0,4,,7,下雨,,.,,.,,.,.,3,,100,0,300,3.3,0,0,0,
3703030201,粮食作物2,a21,0.8,360,否,是,5,,100,0,40,0.4,3,0,0,1,,0,0,0,0,100,60,0,8,0,2,30,2,,100,100,0,0,100,40,30,0,,2,0,增加,1,,.,.,.,.,100,180,2,0,50,不变,0,,,,0,.,0,4,,7,下雨,,.,,.,,.,.,1,,0,0,0,0,16,0,0,
3703030202,粮食作物1,a1,5,2000,是,是,5,,100,0,400,1.5,3,4,0,,,.,.,.,.,100,405,,.,.,75,5.4,2,,100,100,0,0,100,200,20,0,,16,0,增加,3,,100,0,0,0,100,800,2,0,50,增加,0,,,,0,.,100,2,,1,,1.5,0,,.,7.5,0,0,3,,100,0,250,1.2,4,0,150,
3703030202,粮食作物2,a21,4.7,1880,是,是,5,,100,0,376,2,3,4,0,,,.,.,.,.,100,135,,.,.,15,9,2,,100,100,0,0,100,240,30,0,,20,0,增加,1,,0,0,0,0,100,960,16,0,70,增加,0,,,,0,.,10,4,,7,下雨,,.,,.,,.,.,3,,100,0,376,1.5,5.5,0,20,油费
3703030203,粮食作物1,a1,4,1000,是,是,5,,100,0,280,2,2,0,0,,,.,.,.,.,100,180,,.,.,60,3,2,,100,100,0,0,0,0,0,0,,0,0,不变,3,,100,0,0,0,100,1360,,.,40,不变,,,,,,.,0,4,,7,下雨,,.,,.,,.,.,3,,100,0,200,1,1,0,10,
3703030203,粮食作物2,a21,2,600,否,是,1,,0,0,0,0,0,0,0,4,,100,0,100,9999,100,99,2,0,0,3,33,2,,100,100,0,0,100,10,20,0,,0.2,0,不变,3,,100,0,0,0,100,680,,.,50,不变,,,,,,.,0,4,,7,下雨,,.,,.,,.,.,1,,0,0,0,0,30,0,10,
3703030204,粮食作物1,a1,2,1000,是,否,4,,100,0,160,0.5,4,0,0,,,.,.,.,.,100,75,,.,.,25,3,2,,100,100,0,.,100,0,16,0,,3,0,增加,1,,0,0,0,0,100,280,2,0,50,增加,0,,,,0,.,0,4,,7,靠天吃饭,,.,,.,,.,.,3,,100,0,100,4,1,0,0,
3703030204,粮食作物2,a21,2,900,是,否,4,,100,0,160,0.5,4,0,0,,,.,.,.,.,100,95,,.,.,5,18,2,,100,100,0,.,100,16,20,0,,3,0,增加,1,,0,0,0,0,100,280,2,0,50,增加,0,,,,0,.,0,4,,7,靠天吃饭,,.,,.,,.,.,3,,100,0,100,4,1,0,0,
3703030205,粮食作物1,a1,55,19250,否,否,5,,100,0,2750,19,3,19,0,4,,100,0,.,.,100,2475,3,19,0,8.25,3,1,,0,0,0,0,100,2200,110,550,,28,0,增加,1,,0,0,0,0,100,7150,19,0,50,增加,0,,,,0,.,0,4,,7,下雨,0,0,,.,0,0,0,3,,100,0,2750,19,19,0,0,
3703030205,粮食作物2,a21,10,4500,否,否,5,,100,0,500,3,3,1,0,4,,100,0,.,.,100,450,3,1,0,30,15,1,,0,0,0,0,100,400,200,100,,5,0,增加,1,,0,0,0,0,100,1300,1,0,50,增加,0,,,,0,.,0,4,,7,下雨,0,0,,.,0,0,0,3,,100,0,500,1,1,0,0,
3703030206,粮食作物1,a1,5,1750,否,是,4,,100,100,0,0,2,3,0,3,,100,100,0,0,0,0,2,3,0,11,,2,,100,100,0,0,100,200,200,100,,8,0,不变,1,,0,0,0,0,100,800,5,0,50,增加,0,,,,0,.,0,,,,,,.,,.,,.,.,3,,100,0,250,1.5,0,0,100,油
3703030207,粮食作物1,a1,2,900,是,是,5,,100,0,200,0.5,4,0,0,,,.,.,.,.,100,96,,.,.,30,3.2,2,,100,100,0,0,100,40,30,30,,1.5,0,增加,3,,100,0,0,0.5,100,200,0,0,40,增加,0,,,,0,0,100,2,,1,,2,0,否,0,0,0,0,3,,100,0,120,0.5,0,0,0,
3703030208,粮食作物1,,.,.,,,,,.,.,.,.,,,.,,,.,.,.,.,,,,.,.,.,,,,.,.,.,.,.,.,.,.,,.,.,,,,.,.,.,.,.,,,.,,,,,,,,.,.,,,,,,.,,.,,.,.,,,.,.,.,.,,.,.,
3703030209,粮食作物1,,.,.,,,,,.,.,.,.,,,.,,,.,.,.,.,,,,.,.,.,,,,.,.,.,.,.,.,.,.,,.,.,,,,.,.,.,.,.,,,.,,,,,,,,.,.,,,,,,.,,.,,.,.,,,.,.,.,.,,.,.,
3703030210,粮食作物1,a1,3,1050,是,否,5,,100,0,40,1,3,0,0,,,.,.,.,.,100,150,,.,.,37.5,4,2,,100,100,0,0,100,60,40,100,,1.5,0,增加,1,,0,0,0,0,100,540,1.5,0,150,不变,0,,,,0,.,0,4,,7,雨水,,0,否,0,0,0,0,2,,100,0,180,1.5,2,0,0,
3703030211,粮食作物1,a1,1.5,450,是,否,5,,100,0,90,0.5,3,0,0,,,.,.,.,.,100,45,,.,.,15,3,1,,0,0,0,0,100,100,70,30,,1,0,不变,1,,0,0,0,0,100,210,1,0,50,不变,,,,,,.,.,4,,7,下雨,,.,,.,,.,.,3,,100,0,60,0.5,0,0,0,
3703030212,粮食作物1,a1,2.2,1100,是,否,5,,100,0,88,1,3,0,0,,,.,.,.,.,100,165,3,0,0,15,11,1,,0,0,0,0,100,40,30,30,,1,0,减少,1,,0,0,0,1,100,300,1,0,100,增加,0,,,,,.,100,1,,1,,2,0,否,0,1,0,30,3,,100,0,110,1,1,0,0,
3703010101,粮食作物1,a1,1.2,480,是,是,5,,100,0,72,0.6,3,1,0,4,,100,0,.,.,100,54,,.,.,18,3,1,,100,0,0,0,100,15,5,0,,2,0,增加,3,,100,0,0,0,100,190,2,0,50,增加,0,,,,0,.,100,2,,1,,4.5,0,,.,5,0,0,3,,100,0,84,1,3,0,0,
3703010101,粮食作物2,a21,1.2,600,是,是,5,,100,0,48,0.6,3,1,0,4,,100,0,.,.,100,72,,.,.,3,24,1,,100,0,0,0,100,14,15,0,,2,0,增加,1,,0,0,0,0,100,190,4,0,40,增加,0,,,,0,.,0,4,,7,下雨,0,0,,.,0,0,0,3,,100,0,36,2,2,0,0,
