varID,var11_1,var11_2,var11_3,var11_4,var11_5,var11_6,var11_7
3703030211,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
3703030212,比较满意,一般,一般,一般,比较满意,比较满意,好一些
3703010101,比较满意,比较满意,比较满意,非常满意,非常满意,比较满意,好一些
3703010102,非常满意,一般,非常满意,非常满意,非常满意,非常满意,好一些
3703010103,非常满意,比较满意,非常满意,非常满意,非常满意,非常满意,好很多
3703010104,非常满意,比较满意,比较满意,比较满意,非常满意,非常满意,好很多
3703010105,不太满意,很不满意,很不满意,比较满意,非常满意,非常满意,差不多
3703010106,比较满意,一般,比较满意,非常满意,非常满意,非常满意,好很多
3703010107,比较满意,比较满意,一般,比较满意,非常满意,非常满意,差不多
3703010108,非常满意,比较满意,非常满意,比较满意,非常满意,比较满意,好很多
3703010109,比较满意,一般,比较满意,非常满意,非常满意,比较满意,好很多
3703010110,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
3703010111,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
3703010112,非常满意,比较满意,比较满意,比较满意,非常满意,比较满意,好一些
3703010201,比较满意,一般,比较满意,比较满意,比较满意,比较满意,好一些
3703010202,非常满意,非常满意,比较满意,比较满意,非常满意,非常满意,好一些
3703010203,非常满意,一般,非常满意,非常满意,非常满意,非常满意,好很多
3703010204,非常满意,非常满意,一般,非常满意,非常满意,非常满意,好很多
3703010205,很不满意,比较满意,比较满意,比较满意,非常满意,非常满意,好很多
3703010206,非常满意,比较满意,比较满意,非常满意,非常满意,非常满意,好很多
3703010207,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
3703010208,比较满意,一般,比较满意,比较满意,非常满意,非常满意,好很多
3703010209,比较满意,比较满意,比较满意,非常满意,非常满意,非常满意,好很多
3703010210,非常满意,非常满意,不太满意,不太满意,非常满意,比较满意,差不多
3703010211,非常满意,一般,一般,比较满意,非常满意,非常满意,差不多
3703010212,一般,一般,比较满意,比较满意,非常满意,非常满意,好很多
3701030201,比较满意,不太满意,比较满意,比较满意,比较满意,比较满意,好一些
3701030202,比较满意,比较满意,一般,一般,非常满意,比较满意,好一些
3701030203,一般,不太满意,不太满意,一般,比较满意,比较满意,好一些
3701030204,非常满意,比较满意,非常满意,非常满意,非常满意,非常满意,好很多
3701030205,非常满意,比较满意,比较满意,非常满意,非常满意,非常满意,好很多
3701030206,非常满意,一般,比较满意,比较满意,非常满意,非常满意,好很多
3701030207,一般,一般,比较满意,比较满意,非常满意,非常满意,好一些
3701030208,非常满意,一般,非常满意,非常满意,非常满意,非常满意,好很多
3701030209,一般,一般,比较满意,一般,非常满意,比较满意,6.0
3701030210,比较满意,比较满意,比较满意,一般,非常满意,比较满意,好很多
3701030211,非常满意,比较满意,比较满意,比较满意,非常满意,非常满意,好很多
3701030212,一般,比较满意,非常满意,非常满意,非常满意,比较满意,好很多
3701030101,比较满意,比较满意,比较满意,一般,非常满意,比较满意,好一些
3701030102,比较满意,一般,比较满意,比较满意,一般,说不清,好很多
3701030103,非常满意,比较满意,非常满意,非常满意,非常满意,非常满意,好很多
3701030104,非常满意,比较满意,比较满意,非常满意,非常满意,比较满意,好很多
3701030105,比较满意,比较满意,比较满意,非常满意,非常满意,比较满意,好一些
3701030106,非常满意,比较满意,非常满意,一般,一般,比较满意,好很多
3701030107,比较满意,一般,比较满意,比较满意,比较满意,非常满意,好一些
3701030108,非常满意,比较满意,非常满意,非常满意,非常满意,非常满意,好很多
3701030109,比较满意,非常满意,比较满意,非常满意,非常满意,非常满意,好很多
3701030110,比较满意,一般,非常满意,非常满意,非常满意,非常满意,好一些
3701030111,比较满意,一般,比较满意,非常满意,非常满意,非常满意,好很多
3701030112,一般,一般,一般,一般,比较满意,比较满意,好一些
3701020201,比较满意,不太满意,比较满意,比较满意,比较满意,比较满意,好一些
3701020202,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,差很多
3701020203,比较满意,一般,比较满意,比较满意,非常满意,非常满意,好很多
3701020204,非常满意,比较满意,非常满意,非常满意,非常满意,非常满意,好很多
3701020205,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
3701020206,非常满意,比较满意,非常满意,非常满意,比较满意,非常满意,好很多
3701020207,比较满意,一般,非常满意,非常满意,非常满意,非常满意,好很多
3701020208,非常满意,比较满意,比较满意,非常满意,非常满意,非常满意,好一些
3701020209,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
3701020210,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
3701020211,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好一些
3701020212,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好很多
3701010201,非常满意,比较满意,比较满意,比较满意,非常满意,比较满意,好很多
3701010202,比较满意,不太满意,一般,一般,比较满意,不评价,差不多
3701010203,非常满意,比较满意,比较满意,非常满意,非常满意,非常满意,6.0
3701010204,一般,一般,一般,比较满意,比较满意,不太满意,6.0
3701010205,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
3701010206,一般,一般,比较满意,比较满意,非常满意,非常满意,好一些
3701010207,比较满意,不太满意,很不满意,非常满意,非常满意,比较满意,好很多
3701010208,比较满意,一般,一般,比较满意,非常满意,比较满意,差不多
3701010209,非常满意,比较满意,非常满意,非常满意,非常满意,非常满意,好很多
3701010210,比较满意,比较满意,非常满意,非常满意,比较满意,非常满意,好一些
3701010211,比较满意,一般,比较满意,比较满意,比较满意,比较满意,好一些
3701010212,一般,比较满意,一般,一般,比较满意,比较满意,好很多
3701010101,比较满意,比较满意,非常满意,非常满意,非常满意,比较满意,差不多
3701010102,非常满意,非常满意,非常满意,比较满意,非常满意,比较满意,好很多
3701010103,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
3701010104,非常满意,比较满意,比较满意,比较满意,非常满意,比较满意,差不多
3701010105,非常满意,一般,不太满意,非常满意,非常满意,非常满意,好一些
3701010106,不太满意,不太满意,不太满意,一般,比较满意,比较满意,差不多
3701010107,比较满意,比较满意,比较满意,非常满意,非常满意,比较满意,好很多
3701010108,非常满意,非常满意,比较满意,比较满意,非常满意,比较满意,好很多
3701010109,比较满意,一般,非常满意,非常满意,非常满意,非常满意,好一些
3701010110,比较满意,一般,非常满意,非常满意,非常满意,非常满意,好很多
3701010111,非常满意,不太满意,非常满意,非常满意,非常满意,比较满意,好很多
3701010112,比较满意,不太满意,比较满意,比较满意,非常满意,比较满意,好一些
3704020101,比较满意,一般,比较满意,比较满意,比较满意,比较满意,好很多
3704020102,比较满意,一般,一般,比较满意,比较满意,比较满意,好一些
3704020103,非常满意,一般,比较满意,非常满意,非常满意,非常满意,好很多
3704020104,非常满意,不太满意,非常满意,比较满意,非常满意,非常满意,好很多
3704020105,非常满意,非常满意,非常满意,非常满意,非常满意,比较满意,好一些
3704020106,比较满意,一般,一般,比较满意,非常满意,比较满意,好很多
3704020107,比较满意,比较满意,一般,非常满意,非常满意,非常满意,好一些
3704020108,不太满意,很不满意,一般,比较满意,比较满意,非常满意,差不多
3704020109,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
3704020110,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
3704020111,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
3704020112,非常满意,比较满意,非常满意,非常满意,非常满意,非常满意,好很多
3704020113,比较满意,比较满意,比较满意,非常满意,非常满意,非常满意,好很多
3704020201,非常满意,比较满意,比较满意,非常满意,非常满意,非常满意,好很多
3704020202,比较满意,一般,非常满意,比较满意,比较满意,非常满意,好一些
3704020203,很不满意,一般,非常满意,非常满意,非常满意,非常满意,好很多
3704020204,比较满意,比较满意,比较满意,非常满意,非常满意,比较满意,好一些
3704020205,非常满意,非常满意,比较满意,非常满意,非常满意,比较满意,好很多
3704020206,一般,一般,比较满意,比较满意,非常满意,非常满意,好一些
3704020207,比较满意,比较满意,比较满意,非常满意,比较满意,非常满意,好很多
3704020208,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
3704020209,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
3704020210,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
3704020211,比较满意,比较满意,一般,一般,非常满意,比较满意,好很多
3704020212,比较满意,一般,一般,比较满意,比较满意,非常满意,6.0
3704010201,比较满意,一般,比较满意,比较满意,比较满意,比较满意,好一些
3704010202,非常满意,一般,比较满意,比较满意,非常满意,比较满意,好很多
3704010203,比较满意,比较满意,非常满意,非常满意,非常满意,比较满意,好很多
3704010204,比较满意,比较满意,比较满意,比较满意,非常满意,非常满意,好一些
3704010205,比较满意,不太满意,比较满意,非常满意,非常满意,比较满意,差不多
3704010206,非常满意,比较满意,比较满意,非常满意,非常满意,比较满意,好很多
3704010207,非常满意,比较满意,比较满意,比较满意,比较满意,比较满意,好很多
3704010208,不太满意,不太满意,不太满意,比较满意,非常满意,非常满意,好很多
3704010209,非常满意,一般,一般,非常满意,非常满意,非常满意,好很多
3704010210,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
3704010211,非常满意,比较满意,比较满意,比较满意,非常满意,非常满意,好很多
3704010212,非常满意,非常满意,比较满意,比较满意,非常满意,非常满意,好一些
3704010101,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好一些
3704010102,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
3704010103,一般,一般,一般,一般,非常满意,比较满意,好很多
3704010104,比较满意,比较满意,非常满意,非常满意,非常满意,比较满意,好一些
3704010105,比较满意,比较满意,不太满意,非常满意,非常满意,非常满意,好很多
3704010106,一般,比较满意,非常满意,比较满意,比较满意,比较满意,好一些
3704010107,比较满意,一般,一般,比较满意,非常满意,非常满意,好很多
3704010108,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
3704010109,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
3704010110,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
3704010111,非常满意,比较满意,非常满意,非常满意,非常满意,非常满意,好很多
3704010112,比较满意,一般,比较满意,比较满意,非常满意,比较满意,好很多
3704030201,一般,一般,比较满意,比较满意,非常满意,比较满意,差不多
3704030202,比较满意,一般,比较满意,比较满意,非常满意,比较满意,好很多
3704030203,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
3704030204,非常满意,一般,非常满意,非常满意,非常满意,非常满意,好很多
3704030205,非常满意,比较满意,非常满意,非常满意,比较满意,一般,好很多
3704030206,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
3704030207,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
3704030208,非常满意,比较满意,非常满意,一般,非常满意,非常满意,好很多
3704030209,比较满意,比较满意,非常满意,非常满意,比较满意,比较满意,好很多
3704030210,非常满意,比较满意,非常满意,非常满意,非常满意,非常满意,好很多
3704030211,比较满意,一般,比较满意,非常满意,比较满意,非常满意,好很多
3704030212,非常满意,非常满意,比较满意,比较满意,非常满意,非常满意,好一些
3704030101,非常满意,比较满意,比较满意,比较满意,非常满意,非常满意,好很多
3704030102,非常满意,很不满意,非常满意,非常满意,非常满意,一般,好很多
3704030103,比较满意,比较满意,非常满意,比较满意,非常满意,非常满意,好一些
3704030104,比较满意,一般,比较满意,不太满意,非常满意,比较满意,好很多
3704030105,一般,一般,非常满意,非常满意,非常满意,比较满意,差不多
3704030106,比较满意,不太满意,非常满意,比较满意,非常满意,比较满意,差不多
3704030107,比较满意,比较满意,比较满意,比较满意,比较满意,非常满意,好很多
3704030108,非常满意,非常满意,非常满意,非常满意,非常满意,比较满意,好很多
3704030109,非常满意,比较满意,非常满意,非常满意,非常满意,非常满意,好很多
3704030110,比较满意,比较满意,非常满意,非常满意,非常满意,比较满意,好很多
3704030111,比较满意,非常满意,非常满意,非常满意,比较满意,比较满意,好很多
3704030112,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
3702030201,非常满意,一般,非常满意,非常满意,比较满意,比较满意,好一些
3702030202,非常满意,非常满意,比较满意,比较满意,非常满意,非常满意,好很多
3702030203,非常满意,非常满意,比较满意,非常满意,非常满意,非常满意,好很多
3702030204,比较满意,比较满意,一般,比较满意,非常满意,比较满意,好一些
3702030205,比较满意,比较满意,比较满意,非常满意,非常满意,比较满意,好很多
3702030206,比较满意,比较满意,非常满意,比较满意,非常满意,非常满意,好很多
3702030207,非常满意,一般,比较满意,非常满意,非常满意,一般,好一些
3702030208,比较满意,一般,非常满意,非常满意,非常满意,非常满意,好很多
3702030209,非常满意,比较满意,非常满意,非常满意,非常满意,非常满意,好很多
3702030210,非常满意,比较满意,非常满意,非常满意,非常满意,非常满意,好很多
3702030211,比较满意,比较满意,比较满意,非常满意,非常满意,比较满意,好很多
3702030212,比较满意,非常满意,非常满意,非常满意,非常满意,非常满意,好一些
3705030201,比较满意,一般,比较满意,非常满意,非常满意,比较满意,好很多
3705030202,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
3705030203,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
3705030204,一般,一般,比较满意,比较满意,非常满意,非常满意,好很多
3705030205,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
3705030206,非常满意,非常满意,比较满意,非常满意,不太满意,非常满意,好很多
3705030207,比较满意,一般,比较满意,比较满意,非常满意,比较满意,好很多
3705030208,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
3705030209,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好一些
3705030210,非常满意,非常满意,非常满意,比较满意,非常满意,非常满意,好一些
3705030211,非常满意,比较满意,比较满意,比较满意,非常满意,比较满意,好很多
3705030212,非常满意,比较满意,比较满意,非常满意,非常满意,非常满意,好很多
3702030101,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好很多
3702030102,一般,一般,比较满意,比较满意,非常满意,非常满意,6.0
3702030103,非常满意,非常满意,比较满意,一般,非常满意,非常满意,好很多
3702030104,非常满意,比较满意,非常满意,非常满意,非常满意,非常满意,好很多
3702030105,比较满意,一般,比较满意,比较满意,非常满意,比较满意,好一些
3702030106,比较满意,不太满意,比较满意,比较满意,非常满意,比较满意,好很多
3702030107,一般,一般,不太满意,比较满意,非常满意,非常满意,好很多
3702030108,比较满意,比较满意,比较满意,非常满意,非常满意,非常满意,好很多
3702030109,非常满意,不太满意,很不满意,非常满意,非常满意,非常满意,好很多
3702030110,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
3702030111,一般,非常满意,一般,一般,非常满意,非常满意,好很多
3702030112,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好很多
3702030113,比较满意,比较满意,比较满意,非常满意,非常满意,非常满意,好很多
3705030101,比较满意,一般,比较满意,比较满意,非常满意,非常满意,好很多
3705030102,非常满意,一般,一般,一般,比较满意,非常满意,好很多
3705030103,比较满意,一般,比较满意,非常满意,非常满意,比较满意,好很多
3705030104,非常满意,比较满意,非常满意,非常满意,非常满意,非常满意,好很多
3705030105,比较满意,比较满意,非常满意,非常满意,比较满意,非常满意,好很多
3705030106,非常满意,比较满意,比较满意,比较满意,非常满意,比较满意,好一些
3705030107,比较满意,一般,比较满意,比较满意,非常满意,一般,好很多
3705030108,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好一些
3705030109,比较满意,一般,一般,一般,比较满意,比较满意,好一些
3705030110,比较满意,一般,一般,一般,一般,比较满意,差不多
3705030111,非常满意,一般,比较满意,非常满意,非常满意,非常满意,好很多
3705030112,说不清,一般,比较满意,比较满意,非常满意,比较满意,好一些
3702010101,非常满意,一般,非常满意,比较满意,非常满意,比较满意,好一些
3702010102,一般,不太满意,不太满意,比较满意,比较满意,比较满意,差不多
3702010103,比较满意,非常满意,非常满意,比较满意,比较满意,非常满意,好很多
3702010104,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
3702010105,比较满意,一般,比较满意,比较满意,非常满意,一般,好很多
3702010106,比较满意,非常满意,比较满意,比较满意,非常满意,比较满意,好一些
3702010107,一般,一般,一般,一般,非常满意,非常满意,好很多
3702010108,比较满意,一般,比较满意,比较满意,非常满意,比较满意,好一些
3702010109,比较满意,一般,一般,比较满意,非常满意,非常满意,好很多
3702010110,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
3702010111,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
3702010112,很不满意,非常满意,比较满意,非常满意,非常满意,非常满意,好很多
3702010113,非常满意,一般,比较满意,不太满意,比较满意,比较满意,好很多
3705020201,一般,一般,非常满意,非常满意,非常满意,比较满意,好一些
3705020202,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
3705020203,非常满意,非常满意,不太满意,一般,比较满意,非常满意,好很多
3705020204,一般,一般,比较满意,比较满意,比较满意,比较满意,好一些
3705020205,比较满意,一般,比较满意,非常满意,非常满意,说不清,差不多
3705020206,比较满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
3705020207,不太满意,很不满意,一般,非常满意,非常满意,很不满意,差很多
3705020208,比较满意,比较满意,非常满意,非常满意,比较满意,比较满意,好很多
3705020209,比较满意,比较满意,非常满意,非常满意,比较满意,非常满意,好很多
3705020210,一般,一般,一般,比较满意,非常满意,比较满意,好很多
3705020211,非常满意,一般,非常满意,非常满意,非常满意,非常满意,好很多
3705020212,非常满意,一般,非常满意,非常满意,非常满意,非常满意,好很多
3702010201,非常满意,非常满意,非常满意,比较满意,比较满意,非常满意,好很多
3702010202,非常满意,非常满意,非常满意,非常满意,比较满意,非常满意,好很多
3702010203,比较满意,一般,非常满意,非常满意,非常满意,非常满意,好一些
3702010204,一般,一般,一般,不太满意,比较满意,一般,差不多
3702010205,比较满意,比较满意,比较满意,比较满意,非常满意,比较满意,好一些
3702010206,不太满意,一般,比较满意,比较满意,一般,不太满意,好一些
3702010207,一般,一般,非常满意,一般,比较满意,一般,好很多
3702010208,比较满意,比较满意,一般,比较满意,非常满意,比较满意,好很多
3702010209,比较满意,比较满意,比较满意,比较满意,非常满意,比较满意,好很多
3702010210,非常满意,非常满意,比较满意,非常满意,非常满意,非常满意,好很多
3702010211,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
3702010212,一般,非常满意,非常满意,非常满意,非常满意,比较满意,好一些
3705020101,比较满意,比较满意,比较满意,比较满意,非常满意,非常满意,好很多
3705020102,一般,一般,一般,一般,比较满意,比较满意,差不多
3705020103,比较满意,比较满意,非常满意,非常满意,非常满意,比较满意,好一些
3705020104,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,差不多
3705020105,非常满意,说不清,非常满意,非常满意,非常满意,非常满意,好很多
3705020106,非常满意,一般,比较满意,非常满意,非常满意,非常满意,好很多
3705020107,比较满意,非常满意,比较满意,一般,比较满意,非常满意,好很多
3705020108,非常满意,一般,非常满意,非常满意,非常满意,非常满意,好很多
3705020109,非常满意,一般,非常满意,非常满意,非常满意,比较满意,好很多
3705020110,比较满意,一般,非常满意,非常满意,非常满意,非常满意,好很多
3705020111,比较满意,比较满意,非常满意,非常满意,非常满意,比较满意,好很多
3705020112,比较满意,一般,非常满意,比较满意,非常满意,非常满意,好很多
3702020101,比较满意,不太满意,不太满意,不太满意,比较满意,比较满意,好一些
3702020102,非常满意,一般,非常满意,比较满意,非常满意,非常满意,好很多
3702020103,比较满意,比较满意,比较满意,比较满意,非常满意,非常满意,好一些
3702020104,非常满意,比较满意,非常满意,非常满意,非常满意,非常满意,好很多
3702020105,非常满意,不太满意,比较满意,非常满意,非常满意,非常满意,好很多
3702020106,比较满意,一般,一般,一般,非常满意,非常满意,差不多
3702020107,非常满意,比较满意,比较满意,非常满意,比较满意,比较满意,好很多
3702020108,非常满意,非常满意,一般,非常满意,非常满意,非常满意,好很多
3702020109,非常满意,比较满意,非常满意,比较满意,非常满意,非常满意,好一些
3702020110,非常满意,比较满意,非常满意,非常满意,非常满意,非常满意,好很多
3702020111,非常满意,比较满意,比较满意,比较满意,非常满意,非常满意,好很多
3702020112,比较满意,一般,不太满意,不太满意,非常满意,比较满意,好很多
3702020113,比较满意,不太满意,不太满意,比较满意,非常满意,非常满意,7.0
3705010201,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
3705010202,非常满意,比较满意,非常满意,非常满意,非常满意,非常满意,好很多
3705010203,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
3705010204,比较满意,非常满意,非常满意,非常满意,比较满意,非常满意,好很多
3705010205,非常满意,非常满意,非常满意,非常满意,比较满意,非常满意,好很多
3705010206,非常满意,比较满意,非常满意,非常满意,非常满意,非常满意,好很多
3705010207,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
3705010208,非常满意,比较满意,非常满意,非常满意,非常满意,比较满意,好很多
3705010209,非常满意,比较满意,非常满意,非常满意,比较满意,非常满意,好很多
3705010210,比较满意,一般,非常满意,非常满意,非常满意,非常满意,好很多
3705010211,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
3705010212,比较满意,非常满意,非常满意,非常满意,非常满意,非常满意,好一些
3705010101,一般,一般,比较满意,比较满意,非常满意,非常满意,好一些
3705010102,非常满意,比较满意,非常满意,非常满意,非常满意,比较满意,好很多
3705010103,比较满意,不太满意,比较满意,非常满意,非常满意,很不满意,好很多
3705010104,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
3705010105,一般,不太满意,一般,一般,比较满意,非常满意,好很多
3705010106,一般,很不满意,比较满意,一般,非常满意,非常满意,好一些
3705010107,比较满意,不太满意,比较满意,非常满意,非常满意,比较满意,好一些
3705010108,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
3705010109,非常满意,说不清,非常满意,非常满意,非常满意,一般,好很多
3705010110,一般,不太满意,一般,一般,比较满意,比较满意,差不多
3705010111,比较满意,一般,比较满意,比较满意,比较满意,比较满意,好很多
3705010112,非常满意,比较满意,非常满意,非常满意,非常满意,非常满意,好很多
3702020201,一般,不太满意,非常满意,比较满意,非常满意,一般,好很多
3702020202,很不满意,一般,比较满意,比较满意,非常满意,非常满意,好很多
3702020203,非常满意,非常满意,非常满意,非常满意,非常满意,比较满意,好一些
3702020204,比较满意,比较满意,比较满意,比较满意,非常满意,非常满意,好一些
3702020205,非常满意,不太满意,不太满意,一般,非常满意,非常满意,好很多
3702020206,比较满意,一般,比较满意,一般,非常满意,比较满意,好一些
3702020207,非常满意,不太满意,非常满意,非常满意,非常满意,很不满意,差很多
3702020208,非常满意,比较满意,非常满意,比较满意,非常满意,比较满意,好很多
3702020209,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
3702020210,非常满意,不太满意,比较满意,一般,非常满意,非常满意,好很多
3702020211,一般,不太满意,一般,一般,非常满意,比较满意,7.0
3702020212,一般,一般,一般,比较满意,比较满意,比较满意,好一些
3706010101,比较满意,比较满意,非常满意,非常满意,非常满意,比较满意,好一些
3706010102,比较满意,一般,比较满意,比较满意,非常满意,比较满意,好一些
3706010103,非常满意,比较满意,非常满意,非常满意,非常满意,非常满意,好很多
3706010104,比较满意,比较满意,比较满意,比较满意,非常满意,非常满意,好很多
3706010105,比较满意,一般,非常满意,非常满意,非常满意,比较满意,好很多
3706010106,比较满意,一般,比较满意,比较满意,非常满意,比较满意,好很多
3706010107,一般,一般,比较满意,比较满意,非常满意,比较满意,好一些
3706010108,非常满意,比较满意,比较满意,比较满意,比较满意,非常满意,好一些
3706010109,比较满意,比较满意,非常满意,非常满意,非常满意,比较满意,好一些
3706010110,比较满意,一般,比较满意,比较满意,非常满意,比较满意,好一些
3706010111,非常满意,非常满意,比较满意,非常满意,非常满意,非常满意,好很多
3706010112,比较满意,比较满意,比较满意,比较满意,非常满意,非常满意,好很多
3701020101,一般,一般,非常满意,比较满意,比较满意,比较满意,好一些
3701020102,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
3701020103,比较满意,比较满意,比较满意,比较满意,非常满意,非常满意,好很多
3701020104,一般,不太满意,一般,比较满意,非常满意,比较满意,差很多
3701020105,非常满意,非常满意,非常满意,非常满意,非常满意,比较满意,好很多
