varID,var5_24a,var5_24,var5_25,var5_26
3704010102,,,,
3704010103,,,,
3704010104,,,,
3704010105,,,,
3704010106,,,,
3704010107,d8,5,0,5
3704010108,,,,
3704010109,,,,
3704010110,,,,
3704010111,,,,
3704010112,,,,
3704030201,,,,
3704030202,,,,
3704030203,,,,
3704030204,,,,
3704030205,,,,
3704030206,,,,
3704030207,,,,
3704030208,,,,
3704030209,,,,
3704030210,,,,
3704030211,,,,
3704030212,,,,
3704030101,d13、肉鸭,9999,100000,10000
3704030102,,,,
3704030103,,,,
3704030104,,,,
3704030105,d5,0,0,10
3704030106,,,,
3704030107,,,,
3704030108,,,,
3704030109,,,,
3704030110,,,,
3704030111,,,,
3704030112,,,,
3702030201,d12,2000,700,1300
3702030202,,,,
3702030203,d8,30000,30000,30000
3702030204,d13,800,750,0
3702030205,,,,
3702030206,,,,
3702030207,,,,
3702030208,,,,
3702030209,d12,1100,900,1100
3702030210,,,,
3702030211,d13、鹅,3000,2000,1000
3702030212,d8,10000,0,9500
3705030201,,,,
3705030202,,,,
3705030203,,,,
3705030204,d5,7,7,4
3705030205,,,,
3705030206,,,,
3705030207,,,,
3705030208,,,,
3705030209,,,,
3705030210,,,,
3705030211,,,,
3705030212,,,,
3702030101,,,,
3702030102,d10、种鹅,1200,0,1200
3702030103,,,,
3702030104,,,,
3702030105,,,,
3702030106,,,,
3702030107,,,,
3702030108,,,,
3702030109,,,,
3702030110,,,,
3702030111,,,,
3702030112,,,,
3702030113,,,,
3705030101,,,,
3705030102,,,,
3705030103,,,,
3705030104,,,,
3705030105,,,,
3705030106,,,,
3705030107,,,,
3705030108,,,,
3705030109,,,,
3705030110,,,,
3705030111,,,,
3705030112,,,,
3702010101,,,,
3702010102,,,,
3702010103,,,,
3702010104,,,,
3702010105,,,,
3702010106,,,,
3702010107,,,,
3702010108,,,,
3702010109,,,,
3702010110,,,,
3702010111,,,,
3702010112,,,,
3702010113,,,,
3705020201,,,,
3705020202,,,,
3705020203,,,,
3705020204,,,,
3705020205,,,,
3705020206,,,,
3705020207,,,,
3705020208,,,,
3705020209,,,,
3705020210,,,,
3705020211,,,,
3705020212,,,,
3702010201,,,,
3702010202,,,,
3702010203,,,,
3702010204,,,,
3702010205,,,,
3702010206,,,,
3702010207,,,,
3702010208,,,,
3702010209,,,,
3702010210,,,,
3702010211,,,,
3702010212,,,,
3705020101,,,,
3705020102,,,,
3705020103,,,,
3705020104,,,,
3705020105,d8,25,0,30
3705020105,d5,20,0,0
3705020106,,,,
3705020107,,,,
3705020108,,,,
3705020109,,,,
3705020110,,,,
3705020111,,,,
3705020112,,,,
3702020101,,,,
3702020102,,,,
3702020103,,,,
3702020104,,,,
3702020105,,,,
3702020106,,,,
3702020107,,,,
3702020108,,,,
3702020109,,,,
3702020110,,,,
3702020111,d5,2,2,0
3702020112,,,,
3702020113,,,,
3705010201,,,,
3705010202,,,,
3705010203,,,,
3705010204,,,,
3705010205,,,,
3705010206,,,,
3705010207,,,,
3705010208,,,,
3705010209,,,,
3705010210,,,,
3705010211,,,,
3705010212,,,,
3705010101,,,,
3705010102,d8,9,0,9
3705010103,,,,
3705010104,,,,
3705010105,,,,
3705010106,,,,
3705010107,d5,2,1,1
3705010108,,,,
3705010109,,,,
3705010110,,,,
3705010111,,,,
3705010112,,,,
3702020201,,,,
3702020202,,,,
3702020203,,,,
3702020204,,,,
3702020205,,,,
3702020206,,,,
3702020207,,,,
3702020208,,,,
3702020209,,,,
3702020210,,,,
3702020211,,,,
3702020212,,,,
3706010101,,,,
3706010102,,,,
3706010103,,,,
3706010104,,,,
3706010105,,,,
3706010106,,,,
3706010107,,,,
3706010108,,,,
3706010109,,,,
3706010110,,,,
3706010111,,,,
3706010112,,,,
3701020101,,,,
3701020102,,,,
3701020103,,,,
3701020104,d12,4,2,2
3701020105,,,,
3701020106,d5,8,6,2
3701020107,,,,
3701020108,,,,
3701020109,,,,
3701020110,,,,
3701020111,,,,
3701020112,,,,
4402020201,,,,
4402020202,,,,
4402020203,,,,
4402020204,,,,
4402020205,,,,
4402020206,,,,
4402020207,,,,
4402020208,,,,
4402020209,,,,
4402020210,,,,
4402020211,,,,
4402020212,,,,
4402020213,,,,
4404020101,,,,
4404020102,,,,
4404020103,,,,
4404020104,,,,
4404020105,,,,
4404020106,,,,
4404020107,,,,
4404020108,d7,0,0,8
4404020109,d6,5,0,0
4404020110,,,,
4404020111,,,,
4404020112,,,,
4404020201,,,,
4404020202,,,,
4404020203,,,,
4404020204,,,,
4404020205,,,,
4404020206,,,,
4404020207,d7,20,0,10
4404020207,d13、鸭,15,0,8
4404020208,,,,
4404020209,,,,
4404020210,d13、鸭,400,300,400
4404020211,,,,
4404020212,,,,
4402020101,,,,
4402020102,,,,
4402020103,,,,
4402020104,,,,
4402020105,,,,
4402020106,,,,
4402020107,,,,
4402020108,,,,
4402020109,,,,
4402020110,,,,
4402020111,,,,
4402020112,,,,
4402010201,,,,
4402010202,,,,
4402010203,,,,
4402010204,,,,
4402010205,,,,
4402010206,,,,
4402010207,,,,
4402010208,,,,
4402010209,,,,
4402010210,,,,
4402010211,d12,1000,900,100
4402010212,,,,
4402030101,,,,
4402030102,,,,
4402030103,,,,
4402030104,,,,
4402030105,d7,,,
4402030106,,,,
4402030107,,,,
4402030108,,,,
4402030109,,,,
4402030110,,,,
4402030111,,,,
4402030201,,,,
4402030202,,,,
4402030203,,,,
4402030204,,,,
4402030205,,,,
4402030206,,,,
4402030207,,,,
4402030208,,,,
4402030209,,,,
4402030210,,,,
4402030211,,,,
4402030212,,,,
4402030213,,,,
4402010101,,,,
4402010102,,,,
4402010103,,,,
4402010104,,,,
4402010105,,,,
4402010106,,,,
4402010107,,,,
4402010108,,,,
4402010109,,,,
4402010110,,,,
4402010111,,,,
4404010101,,,,
4404010102,,,,
4404010103,鸡,6,0,6
4404010104,d8,100,60,300
4404010104,d13、鸭子,20,13,10
4404010105,,,,
4404010106,,,,
4404010107,,,,
4404010108,,,,
4404010109,,,,
4404010110,,,,
4404010111,,,,
4404010112,,,,
4404010113,,,,
4404010201,,,,
4404010202,d7,10,0,8
4404010203,,,,
4404010204,,,,
4404010205,,,,
4404010206,,,,
4404010207,d7,10,0,2
4404010208,d8,20,0,5
4404010209,,,,
4404010210,,,,
4404010211,d8,2,0,2
4404010212,,,,
4404030101,d7,150,0,30
4404030101,d6,300,100,80
4404030102,d6,89,80,71
4404030103,d7,12,3,12
4404030103,d13、鸭,30,15,30
4404030104,,,,
4404030105,d6,100,200,96
4404030106,d6,100,100,30
4404030107,d6,0,0,1
4404030107,d8,30,6,30
4404030108,,,,
4404030109,d8,60,0,30
4404030109,d13、鸭,15,0,10
4404030110,d6,80,90,40
4404030111,d6,400,400,20
4404030201,,,,
4404030202,d7,100,,边杀边买
4404030202,d13、肉鸭,50,,
4404030203,,,,
4404030204,,,,
4404030205,,,,
4404030206,,,,
4404030207,,,,
4404030208,,,,
4404030209,,,,
4404030210,,,,
4404030211,d8,10,0,4
4404030212,,,,
4401010101,,,,
4401010102,,,,
4401010103,,,,
4401010104,,,,
4401010105,,,,
4401010106,,,,
4401010107,,,,
4401010108,,,,
4401010109,d8,50,15,15
4401010109,d13、鸭,20,1,15
4401010109,d14、鹅,10,0,3
4401010110,,,,
4401010111,,,,
4401010112,鸡,1800,1800,0
4401010112,鸭,1080,1080,0
4401010112,鹅,1080,1080,0
4401010112,鱼,3600斤,3600斤,0
4401010113,d7,50,20,6
4405030101,鸡,50,18,25
4405030101,鸭,8,0,5
4405030102,,,,
4405030103,猪,30,27,3
4405030103,鸡,55,,55
4405030103,鹅,6,,6
4405030103,鸭,50,30,20
4405030104,,,,
4405030105,,,,
4405030106,鸡,8,0,8
4405030107,鸡,15,0,10
4405030107,鸭,15,0,8
4405030108,,,,
4405030109,,,,
4405030110,,,,
4405030111,,,,
4405030112,,,,
4401030101,鸡,30,0,0
4401030101,鸭,30,0,0
4401030102,,,,
4401030103,鸡,20,,20
4401030103,鸭,10,,10
4401030103,鹅,10,,10
4401030104,鸡,100,40,40
4401030104,鹅,200,200,0
4401030105,,,,
4401030106,,,,
4401030107,,,,
4401030108,,,,
4401030109,,,,
4401030110,d8,40,20,20
4401030111,d7、鸡,25,0,25
4401030112,,,,
4405020201,鸡,20,0,15
4405020201,鸭,5,0,2
4405020202,d7、鸡,6,0,6
4405020203,鸡,15,,15
4405020203,鸭,5,,5
4405020204,,,,
4405020205,鸡,16,0,15
4405020205,鸭,10,0,2
4405020205,羊,1,0,1
4405020206,d13、鱼,500,400,400
4405020206,d8、鸡,10,0,0
4405020206,d12、鸭,10,0,0
4405020207,,,,
4405020208,,,,
4405020209,,,,
4405020210,,,,
4405020211,,,,
4405020212,,,,
4405030201,,,,
4405030202,,,,
4405030203,,,,
4405030204,鸡,20,,
4405030204,鸭,5,,
4405030205,牛,1,0,1
4405030205,鸡,20,0,20
4405030205,鸭,10,0,10
4405030206,,,,
4405030207,鸡,16,,10
4405030207,鸭,10,,12
4405030208,d7、鸡,6,0,0
4405030209,,,,
4405030210,,,,
4405030211,d7,20,0,20
4405030211,d13、鸭,10,0,10
4405030211,d13、鹅,7,0,7
4405030212,,,,
4403010201,,,,
4403010202,,,,
4403010203,鸡,10,0,8
4403010204,鸡,15,0,6
4403010205,,,,
4403010206,,,,
4403010207,d5,9999,9999,9999
4403010208,,,,
4403010209,,,,
4403010210,,,,
4403010211,,,,
4403010212,,,,
4403030201,,,,
4403030202,,,,
4403030203,d6、猪,30,30,20
4403030203,d8、鸡,40,20,15
4403030203,d13、鸭,12,10,1
4403030204,,,,
4403030205,,,,
4403030206,d7、鸡,100,0,0
4403030207,,,,
4403030208,,,,
4403030209,,,,
4403030210,鸡,20,2,15
4403030211,,,,
4403030212,,,,
4405010101,鸡,15,0,22
4405010102,,,,
4405010103,,,,
4405010104,,,,
4405010105,,,,
4405010106,,,,
4405010107,,,,
4405010108,鸡,8,0,8
4405010109,,,,
4405010110,d7、鸡,30,0,0
4405010111,,,,
4405010112,,,,
4405020101,鸡,0,0,14
4405020102,鸡,9999,9999,9999
4405020102,鸭,9999,9999,9999
4405020103,,,,
4405020104,,,,
4405020105,鸡,25,0,5
4405020106,,,,
4405020107,,,,
4405020108,,,,
4405020109,,,,
4405020110,d8、鸡,100,55,25
4405020110,d12、鸭,15,10,0
4405020110,d13、鱼,100,100,0
4405020111,,,,
4405020112,,,,
4403020101,,,,
4403020102,,,,
4403020103,,,,
4403020104,,,,
4403020105,,,,
4403020106,,,,
4403020107,猪,30,25,5
4403020108,d6,0,0,15
4403020108,d4,120,70,50
4403020108,d12,50,50,0
4403020109,,,,
4403020110,,,,
4403020111,d8,12,0,0
4403020111,d13、鸭,15,2,0
4403020111,d14、鹅,3,0,0
4403020112,d7,100,,0
4403020112,d13、鸭,300,,0
4403020112,d14、鹅,300,,0
4403020112,d6,40,,0
4403020112,d12、鱼,10000,,0
4403020201,,,,
4403020202,,,,
4403020203,d7,40,10,40
4403020204,,,,
4403020205,,,,
4403020206,,,,
4403020207,d7,60,20,40
4403020208,d7,30,30,60
4403020208,d13、鸭,30,20,0
4403020209,,,,
4403020210,,,,
4403020211,鸭,120,117,0
4403020211,鹅,2,,0
4403020212,鸡,20,,15
4403020212,鸭,17,,0
4403030101,,,,
4403030102,,,,
4403030103,,,,
4403030104,,,,
4403030105,,,,
4403030106,,,,
4403030107,,,,
4403030108,,,,
4403030109,,,,
4403030110,,,,
4403030111,,,,
4403030112,,,,
4401030201,,,,
4401030202,d8,100,,
4401030202,d7,30,,
4401030202,d13、鸭,30,,
4401030202,d14、鹅,30,,
4401030203,鸡,15,0,0
4401030204,,,,
4401030205,,,,
4401030206,,,,
4401030207,,,,
4401030208,d7、鸡,10,0,10
4401030209,鸡,10,0,10
4401030210,,,,
4401030211,鸡,15,5,10
4401030212,,,,
4403010101,,,,
4403010102,,,,
4403010103,,,,
4403010104,,,,
4403010105,,,,
4403010106,,,,
4403010107,,,,
4403010109,,,,
4403010110,,,,
4403010111,鸡,40,0,30
4403010111,鸭,8,0,0
4403010112,鸡,500,2000,1000
4403010108,,,,
4401020101,,,,
4401020102,,,,
4401020103,,,,
4401020104,d8,50,35,0
4401020104,d13,50,35,0
4401020105,鸡,30,,11
4401020105,鹅,4,,0
4401020106,d7,10,0,10
4401020107,,,,
4401020108,d8,23,0,23
4401020109,,,,
4401020110,,,,
4401020111,,,,
4401020112,,,,
4401020201,,,,
4401020202,,,,
4401020203,d8,20,0,20
4401020204,d7、鸡,40,0,40
4401020204,鸭,20,0,20
4401020205,鸡,3,0,3
4401020206,,,,
4401020207,,,,
4401020208,d13,40,0,0
4401020208,d8,55,0,0
4401020208,d6,2,2,0
4401020209,,,,
4401020210,,,,
4401020211,,,,
4401020212,,,,
4401010201,鸡,30,0,0
4401010201,鹅,8,0,0
4401010202,,,,
4401010203,,,,
4401010204,d7、鸡,10,0,10
4401010205,,,,
4401010206,鸡,12,,2
4401010207,,,,
4401010208,,,,
4401010209,,,,
4401010210,,,,
4401010211,,,,
4401010212,,,,
4405010201,,,,
4405010202,鸡,10,0,5
4405010203,d7,3,0,0
4405010203,d13,3,0,0
4405010204,鸡,10,0,0
4405010205,,,,
4405010206,,,,
4405010207,,,,
4405010208,,,,
4405010209,鸡,10,0,0
4405010210,d7,12,0,6
4405010210,d12,12,0,8
4405010211,,,,
4405010212,,,,
4405010213,,,,
6101020201,,,,
6101020202,,,,
6101020203,,,,
6101020204,,,,
6101020205,d5,25,15,10
6101020206,,,,
6101020207,,,,
6101020208,,,,
6101020209,d5,80,40,40
6101020210,,,,
6101020211,d9,5,2,3
6101020211,d6,3,0.5,0
6101020211,d5,13,0,56
6101020211,d1,24,24,0
6101020212,d9,4,0,4
6101020213,,,,
6101030201,,,,
6101030202,,,,
6101030203,,,,
6101030204,,,,
6101030205,,,,
6101030206,d9,3,1,2
6101030206,d6,2,0,2
6101030207,d7,1000,2000,200
6101030207,d5,15,0,30
6101030208,,,,
6101030209,d6,2,1,1
6101030210,,,,
6101030211,d5,5,0,4
6101030212,,,,
6101030213,,,,
6101030101,d6,2,1,0
6101030102,,,,
6101030103,,,,
6101030104,,,,
6101030105,,,,
6101030106,d7,20,5,15
6101030106,d6,33,13,20
6101030107,,,,
6101030108,d6,100,50,50
6101030109,,,,
6101030110,,,,
6101030111,d6,2,1,0
6101030112,,,,
6101010101,d6,8,8,0
6101010101,d7,13,13,0
6101010102,,,,
6101010103,,,,
6101010104,,,,
6101010105,d4,10,0,10
6101010106,,,,
6101010107,,,,
6101010108,,,,
6101010109,,,,
6101010110,d7,20,10,10
6101010110,d6,2,1,0
6101010111,,,,
6101010112,,,,
6101010201,,,,
6101010202,d5,9,0,9
6101010203,,,,
6101010204,,,,
6101010205,,,,
6101010206,,,,
6101010207,,,,
6101010208,,,,
6101010209,,,,
6101010210,,,,
6101010211,,,,
6101010212,,,,
6101020101,d6,3,2,0
6101020101,d4,10,0,10
6101020102,,,,
6101020103,,,,
6101020104,,,,
6101020105,,,,
6101020106,d6,2,0,2
6101020106,d7,17,0,17
6101020107,d9,3,0,4
6101020107,d5,17,2,22
6101020107,d6,2,1,1
6101020108,,,,
6101020109,d6,2,1,0
6101020110,,,,
6101020111,,,,
6101020112,,,,
6105010201,,,,
6105010202,,,,
6105010203,,,,
6105010204,,,,
6105010205,,,,
6105010206,,,,
6105010207,,,,
6105010208,,,,
6105010209,,,,
6105010210,,,,
6105010211,,,,
6105010212,,,,
6105010101,,,,
6105010102,,,,
6105010103,,,,
6105010104,,,,
6105010105,,,,
6105010106,,,,
6105010107,d1,8,6,2
6105010108,,,,
6105010109,,,,
6105010110,,,,
6105010111,,,,
6105010112,,,,
6105020101,,,,
6105020102,,,,
6105020103,,,,
6105020104,,,,
6105020105,d6,600,500,200
6105020106,,,,
6105020108,d6,35,30,5
6105020107,,,,
6105020109,,,,
6105020110,d6,120,120,0
6105020111,,,,
6105020112,,,,
6104010201,,,,
6104010202,,,,
6104010203,,,,
6104010204,,,,
6104010205,,,,
6104010206,,,,
6104010207,,,,
6104010208,,,,
6104010209,,,,
6104010210,,,,
6104010211,,,,
6104010212,,,,
6104020212,,,,
6104020211,,,,
6104020210,,,,
6104020209,,,,
6104020207,,,,
6104020208,,,,
6104020206,,,,
6104020205,,,,
6104020204,,,,
6104020203,,,,
6104020202,,,,
6104020201,,,,
6104020112,,,,
6104020111,,,,
6104020110,,,,
6104020109,,,,
6104020108,,,,
6104020107,,,,
6104020106,,,,
6104020105,,,,
6104020104,,,,
6104020103,,,,
6104020102,,,,
6104020101,,,,
6103010201,d8,3,0,3
6103010202,,,,
6103010203,,,,
6103010204,,,,
6103010205,d6,150,200,150
6103010206,,,,
6103010207,,,,
6103010208,,,,
6103010209,,,,
6103010210,,,,
6103010211,,,,
6103010212,,,,
6103020101,d5,10,4,6
6103020102,,,,
6103020103,,,,
6103020104,d9,1,0,1
6103020105,,,,
6103020106,,,,
6103020107,,,,
6103020108,,,,
6103020109,,,,
6103020110,d8,5,0,5
6103020111,,,,
6103020112,,,,
3302020101,,,,
3302020102,,,,
3302020103,,,,
3302020104,,,,
3302020105,,,,
3302020106,,,,
3302020107,,,,
3302020108,,,,
3302020109,,,,
3302020110,,,,
3302020111,,,,
3302020112,,,,
3302020113,,,,
3302020114,,,,
3302020115,,,,
3303020201,,,,
3303020202,,,,
3303020203,,,,
3303020204,,,,
3303020205,,,,
3303020206,,,,
3303020207,,,,
3303020208,,,,
3303020209,,,,
3303020210,,,,
3303020211,,,,
3303020212,,,,
3303020213,,,,
3303020214,,,,
3303020101,,,,
3303020102,,,,
3303020103,,,,
3303020104,,,,
3303020105,,,,
3303020106,,,,
3303020107,,,,
3303020108,,,,
3303020109,,,,
3303020110,,,,
3303020111,,,,
3303020112,,,,
3303020113,,,,
3303020114,,,,
3302020201,,,,
3302020202,,,,
3302020203,,,,
3302020204,,,,
3302020205,,,,
3302020206,,,,
3302020207,,,,
3302020208,,,,
3302020209,,,,
3302020210,,,,
3302020211,,,,
3302020212,,,,
3302020213,,,,
3303010101,,,,
3303010102,,,,
3303010103,,,,
3303010104,,,,
3303010105,,,,
3303010106,,,,
3303010107,,,,
3303010108,,,,
3303010109,,,,
3303010110,d6,9999,9999,9999
3303010111,,,,
3303010112,,,,
3303010113,,,,
3303010114,,,,
3303010115,,,,
3303010201,,,,
3303010202,,,,
3303010203,d7,300,100,0
3303010203,d13、鹅,100,50,30
3303010204,,,,
3303010205,,,,
3303010206,,,,
3303010207,,,,
3303010208,,,,
3303010209,,,,
3303010210,,,,
3303010211,,,,
3303010212,,,,
3301040101,d8,20,0,19
3301040102,,,,
3301040103,,,,
3301040104,,,,
3301040105,d8、蛋鸡,6,0,2
3301040106,,,,
3301040107,,,,
3301040108,d6,2,1,0
3301040109,,,,
3301040110,,,,
3301040111,,,,
3301040112,,,,
3301040113,,,,
3301040114,d8,10,2,2
3301040114,d12,6,1,2
3303030201,d13、甲鱼,2200,300,2000
3303030202,,,,
3303030203,,,,
3303030204,,,,
3303030205,,,,
3303030206,,,,
3303030207,,,,
3303030208,,,,
3303030209,,,,
3303030210,,,,
3303030211,,,,
3303030212,,,,
3303030213,,,,
3303030101,,,,
3303030102,,,,
3303030103,,,,
3303030104,,,,
3303030105,,,,
3303030106,,,,
3303030107,,,,
3303030108,,,,
3303030109,,,,
3303030110,,,,
3303030111,,,,
3303030112,,,,
3303030113,,,,
3302030201,,,,
3302030202,,,,
3302030203,,,,
3302030204,,,,
3302030205,,,,
3302030206,,,,
3302030207,,,,
3302030208,,,,
3302030209,,,,
3302030210,,,,
3302030211,,,,
3302030212,,,,
3302030213,,,,
3302030214,,,,
3302030101,,,,
3302030102,,,,
3302030103,,,,
3302030104,,,,
3302030105,,,,
3302030106,,,,
3302030107,,,,
3302030108,,,,
3302030109,,,,
3302030110,,,,
3302030111,,,,
3302030112,,,,
3302030113,,,,
3302030114,,,,
3302010201,,,,
3302010202,,,,
3302010203,,,,
3302010204,,,,
3302010205,,,,
3302010206,,,,
3302010207,,,,
3302010208,,,,
3302010209,,,,
3302010210,,,,
3302010211,,,,
3302010212,,,,
3302010213,,,,
3302010214,,,,
3302010101,,,,
3302010102,,,,
3302010103,,,,
3302010104,,,,
3302010105,,,,
3302010106,,,,
3302010107,,,,
3302010108,,,,
3302010109,,,,
3302010110,,,,
3302010111,,,,
3302010112,,,,
3302010113,,,,
3302010114,,,,
4105020201,,,,
4105020202,,,,
4105020203,d13、公鸡,130,130,0
4105020204,,,,
4105020205,d7,300,200,30
4105020206,,,,
4105020207,d7,30,20,0
4105020208,,,,
4105020209,,,,
4105020210,d6,1,1,0
4105020210,d7,100,100,0
4105020211,,,,
4105020212,d7,100,80,15
4103010101,,,,
4103010102,d1,15,4,15
4103010103,,,,
4103010104,,,,
4103010105,,,,
4103010106,,,,
4103010107,,,,
4103010108,,,,
4103010109,,,,
4103010110,,,,
4103010111,d7,17,17,26
4103010112,,,,
4103010113,蜜蜂,50箱,0箱,50箱
4103010201,,,,
4103010202,,,,
4103010203,d13,200,60,140
4103010203,d14,150,0,150
4103010204,d4,21,0,21
4103010204,d7,30,0,30
4103010204,d13,2000,0,2000
4103010205,d5,2200,2200,0
4103010206,,,,
4103010207,,,,
4103010208,d13、鹅,2000,7000,2000
4103010209,d7,500,400,0
4103010209,d13、鹅,1000,9999,0
4103010210,d7,800,800,0
4103010210,d13、鹅,1000,800,200
4103010211,d6,28,28,0
4103010212,,,,
4103010213,d13、鸭,8,0,8
4103010213,d14、鹅,7,5,2
4105010201,,,,
4105010202,,,,
4105010203,,,,
4105010204,,,,
4105010205,,,,
4105010206,,,,
4105010207,,,,
4105010208,,,,
4105010209,,,,
4105010210,,,,
4105010211,,,,
4105010212,,,,
4103030101,,,,
4103030102,d1,20,5,18
4103030102,d6,60,50,10
4103030103,,,,
4103030104,,,,
4103030105,,,,
4103030106,,,,
4103030107,,,,
4103030108,,,,
4103030109,d6,5,20,5
4103030110,d8,10,0,0
4103030110,d5,6,4,2
4103030111,,,,
4103030112,,,,
4103030113,,,,
4101010101,,,,
4101010102,,,,
4101010103,,,,
4101010104,,,,
4101010105,,,,
4101010106,,,,
4101010107,,,,
4101010108,,,,
4101010109,,,,
4101010110,,,,
4101010111,d6,50,50,0
4101010112,,,,
4101010113,d5,2,2,2
4101010114,,,,
4101020101,d8,3300,3300,0
4101020102,,,,
4101020103,,,,
4101020104,,,,
4101020105,,,,
4101020106,d6,126,270,140
4101020107,,,,
4101020108,,,,
4101020109,,,,
4101020110,d6,0,0,20
4101020110,d8,6000,12000,0
4101020111,,,,
4101020112,,,,
4101020113,,,,
4105030201,d7,8,6,2
4105030202,,,,
4105030203,,,,
4105030204,,,,
4105030205,,,,
4105030206,,,,
4105030207,,,,
4105030208,,,,
4105030209,,,,
4105030210,,,,
4105030211,,,,
4105030212,,,,
4105030213,,,,
4105030101,,,,
4105030102,,,,
4105030103,,,,
4105030104,,,,
4105030105,,,,
4105030106,,,,
4105030107,,,,
4105030108,,,,
4105030109,,,,
4105030110,,,,
4105030111,,,,
4105030112,,,,
4101030101,,,,
4101030102,,,,
4101030103,,,,
4101030104,,,,
4101030105,,,,
4101030106,,,,
4101030107,,,,
4101030108,,,,
4101030109,,,,
4101030110,d5,20,0,20
4101030111,,,,
4101030112,,,,
4101030113,,,,
4103020101,d5,8,7,20
4103020102,d4,13,0,13
4103020102,d5,67,20,47
4103020103,,,,
4103020104,d6、生猪,3,0,2
4103020104,d5、山羊,0,0,23
4103020105,d4,16,10,6
4103020106,,,,
4103020107,,,,
4103020108,,,,
4103020109,,,,
4103020110,d8,3000,3000,0
4103020111,,,,
4103020112,d6,5,50,60
4103020113,d4,10,0,10
4103020113,d5,11,0,11
4103020113,d6,2,7,2
4103030201,d6,80,60,20
4103030202,,,,
4103030203,d13、公鸡,1000,1000,0
4103030203,d14、牛,3,0,3
4103030204,,,,
4103030205,d4,10,5,5
4103030205,d5,15,5,10
4103030206,,,,
4103030207,,,,
4103030208,,,,
4103030209,d6,320,320,0
4103030210,d4,360,310,50
4103030210,d13、鹅,50,50,0
4103030211,,,,
4103030212,,,,
4103030213,d5,2,0,2
