varID,var7_0a,var7_0,var7_1,var7_2,var7_3,var7_4,var7_5a,var7_5b,var7_6,var7_7,var7_7a,var7_9,var7_10,var7_11,var7_12,var7_13,var7_14a,var7_14b,var7_14c,var7_15,var7_16,var7_16a,var7_17,var7_18
3703020206,粮食作物2,a21,0,0,100,1,2019,10,100,1,,.95,1,是,0,0,2020,10,.,100,2,,1.15,不知道
3703020207,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3703020208,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3703020209,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3703020210,粮食作物1,a1,10,0,90,1,2019,6,100,2,,1.05,11,是,10,0,2020,6,.,100,2,,9999,不知道
3703020210,粮食作物2,a21,0,0,100,1,2020,1,100,2,,.9,3,是,0,0,9999,.,.,100,2,,9999,
3703020211,粮食作物1,a1,0,0,100,1,2019,7,100,2,,1.05,0,,.,.,,.,.,.,,,.,
3703020212,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3703030101,粮食作物1,a1,0,0,100,1,2019,4,100,2,,1.03,6,是,50,0,2020,4,1,100,2,,1.05,不知道
3703030101,粮食作物2,a21,10,0,90,1,2019,7,100,2,,1.04,0,,.,.,,.,.,.,,,.,
3703030102,粮食作物1,a1,40,0,60,1,2019,6,100,2,,1.05,1.5,是,40,0,2020,6,.,60,2,,1.05,否
3703030102,粮食作物2,a21,0,0,100,1,2019,12,100,2,,.98,1.5,否,0,0,2020,12,.,100,2,,1.3,
3703030103,粮食作物1,a1,0,0,100,1,2019,7,100,2,,1.17,0,否,.,.,,.,.,.,,,.,不知道
3703030103,粮食作物2,a21,0,0,100,1,2019,10,100,2,,.9,1.3,否,0,0,2020,11,1,100,2,,1.02,不知道
3703030104,粮食作物1,a1,98,2,0,0,,.,.,,,.,1,否,98,2,,.,.,.,,,.,不知道
3703030104,粮食作物2,a21,43,0,57,1,2020,7,100,8,,1.15,1,是,50,0,2021,7,.,100,8,,1.2,是
3703030105,粮食作物1,a1,100,.,.,,,.,.,,,.,1.5,否,100,.,,.,.,.,,,.,
3703030105,粮食作物2,a21,0,0,100,1,2020,6,100,8,,1.1,1,是,0,0,9999,.,.,100,8,,.9,是
3703030106,粮食作物1,a1,50,0,50,1,2019,5,100,3,,1.04,2,是,50,0,2020,5,.,100,3,,1.05,不知道
3703030106,粮食作物2,a21,0,100,0,0,,.,.,,,.,2,否,0,100,,.,.,.,,,.,不知道
3703030107,粮食作物1,a1,100,0,0,0,,.,.,,,.,3,是,0,0,2020,7,1,100,2,,1.06,是
3703030108,粮食作物1,a1,100,0,0,0,,.,0,,,.,3,是,70,0,2020,6,11,100,2,,1.05,不知道
3703030108,粮食作物2,a21,0,0,100,1,2019,12,100,8,,.9,3,是,0,0,2020,12,2,100,8,,.9,不知道
3703030109,粮食作物1,a1,0,0,100,1,2019,4,100,2,,1.05,1.4,是,0,0,2020,6,12,100,2,,1.05,不知道
3703030109,粮食作物2,a21,0,100,0,0,,.,.,,,.,1.4,否,0,100,,.,.,.,,,.,
3703030110,粮食作物1,a1,50,0,50,1,2020,4,100,2,,1.05,1.5,是,50,0,9999,.,.,100,2,,1.05,不知道
3703030110,粮食作物2,a21,0,0,100,1,2020,4,100,2,,1.07,0.8,是,0,0,9999,.,.,100,2,,1.07,
3703030111,粮食作物1,a1,0,0,100,1,2019,5,100,2,,1.04,6.5,是,0,0,2019,6,.,100,2,,1.06,不知道
3703030112,粮食作物1,a1,0,0,100,1,2019,6,100,2,,1.05,3,否,100,0,,.,.,.,,,.,不知道
3703030112,粮食作物2,a21,0,100,0,,,.,.,,,.,3,否,0,100,,.,.,.,,,.,不知道
3703030201,粮食作物1,a1,30,0,70,1,2019,6,100,2,,1.03,5,是,0,0,2020,6,.,100,2,,1.03,不知道
3703030201,粮食作物2,a21,0,100,0,0,,.,.,,,.,0.8,否,0,100,,.,.,.,,,.,
3703030202,粮食作物1,a1,0,0,100,1,2019,6,100,11,,1.06,0,否,0,0,,.,.,.,,,.,
3703030202,粮食作物2,a21,0,100,0,0,,.,.,,,.,0,否,0,0,,.,.,.,,,.,
3703030203,粮食作物1,a1,100,0,0,,,.,.,,,.,4,否,.,.,,.,.,.,,,.,
3703030203,粮食作物2,a2,0,100,0,,,.,.,,,.,1.7,否,.,.,,.,.,.,,,.,
3703030204,粮食作物1,a1,0,0,100,1,2019,5,100,9,,1.05,2,是,0,0,2021,5,.,100,9,,1.1,不知道
3703030204,粮食作物2,a21,0,0,100,1,2020,2,100,8,,1.04,2,是,0,0,2021,2,.,100,8,,1.1,不知道
3703030205,粮食作物1,a1,10,0,90,1,2019,7,100,3,,1.05,55,是,5,0,2020,7,1,100,3,,1.05,是
3703030205,粮食作物2,a21,5,5,90,1,2019,11,100,3,,.9,10,是,5,5,9999,.,.,100,3,,9999,是
3703030206,粮食作物1,a1,70,0,30,1,2019,4,100,2,,1.1,5,否,100,0,2020,4,11,100,2,,1.05,不知道
3703030207,粮食作物1,a1,11,11,78,1,2019,5,100,2,,1.1,2,是,11,11,2020,5,10,100,2,,1.05,不知道
3703030208,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3703030209,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3703030210,粮食作物1,a1,100,0,0,0,,.,.,,,.,3,否,100,0,2021,6,.,100,2,,9999,否
3703030211,粮食作物1,a1,100,0,0,0,,.,.,,,.,,,.,.,,.,.,.,,,.,
3703030212,粮食作物1,a1,0,0,100,1,2019,6,100,2,,1.1,2.2,是,0,0,2020,6,1,100,2,,1.05,否
3703010101,粮食作物1,a1,0,0,100,1,2019,7,100,2,,1.05,1.2,是,0,0,2020,7,3,100,1,,1,不知道
3703010101,粮食作物2,a21,0,0,100,1,2019,10,100,2,,.8,1.2,是,0,0,2020,10,11,100,1,,.9,不知道
3703010102,粮食作物1,a1,25,0,75,1,2019,7,100,2,,1.05,2,是,25,75,2020,7,3,75,2,,1.05,是
3703010102,粮食作物2,a21,0,0,100,1,2019,10,100,2,,.9,2,是,0,0,2020,10,1,100,2,,1.05,是
3703010103,粮食作物1,a1,0,0,100,1,2020,3,100,2,,1.16,3.2,是,0,0,2021,3,1,100,2,,1.12,不知道
3703010103,粮食作物2,a21,0,0,100,1,2020,2,100,2,,.9,3.3,是,0,0,2021,3,2,100,2,,9999,不知道
3703010104,粮食作物1,a1,5,0,95,1,2019,6,9999,1,,1.1,2.6,是,5,0,2020,6,.,95,1,,1.15,不知道
3703010104,粮食作物2,a21,0,0,100,1,2019,12,100,1,,1,2.6,是,0,0,2020,12,.,100,1,,1.1,不知道
3703010105,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3703010106,粮食作物1,a1,0,0,100,1,2020,5,100,16,面粉厂,1.05,3,是,0,0,2020,5,1,100,9,,1.05,不知道
3703010106,粮食作物2,a21,0,0,100,1,2020,12,100,16,加工厂,.9,3,是,0,0,2020,12,2,100,9,,.9,不知道
3703010107,粮食作物1,a1,0,0,100,1,2019,5,100,2,,1.04,2,是,0,0,2020,5,.,100,2,,1.04,否
3703010107,粮食作物2,a21,0,0,100,1,2020,4,100,2,,.9,2,否,0,0,2021,4,.,100,2,,9999,否
3703010108,粮食作物1,a1,100,0,0,,,.,.,,,.,1.5,否,100,0,,.,.,.,,,.,
3703010108,粮食作物2,a21,0,100,0,,,.,.,,,.,1.5,否,0,100,,.,.,.,,,.,
3703010109,粮食作物1,a1,0,0,100,1,2019,6,100,2,,1.05,3,是,0,0,2020,6,1,100,2,,1.05,不知道
3703010109,粮食作物2,a21,0,0,100,1,2019,12,100,2,,.78,3,是,0,0,2020,12,11,100,2,,.97,不知道
3703010110,粮食作物1,a1,30,0,70,1,2019,6,100,2,,1.1,1.3,是,30,0,2020,6,.,100,2,,1.1,否
3703010110,粮食作物2,a21,10,0,90,1,2019,11,100,2,,.8,1.3,是,10,0,2020,11,.,100,2,,9999,
3703010111,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3703010112,粮食作物1,a1,.2,0,100,1,2020,5,100,15,,1.05,2.5,是,.2,0,2020,5,1,100,15,,1.05,是
3703010112,粮食作物2,a22,0,0,100,1,2019,9,100,15,,1.08,2.5,是,0,0,2020,9,11,100,15,,1.05,是
3703010201,粮食作物1,a1,30,0,70,1,2019,10,100,15,,1.15,0.9,是,30,0,2020,10,.,100,15,,1.14,是
3703010201,粮食作物2,a21,0,8,92,1,2019,12,100,15,,.9,0.9,是,0,8,2020,12,.,100,15,,1,是
3703010202,粮食作物1,a1,50,0,50,1,2020,4,100,2,,1.15,1.7,否,50,0,2021,4,1,100,2,,1.18,不知道
3703010202,粮食作物2,a21,20,0,80,1,2020,6,100,2,,1.07,1.7,否,20,0,2021,6,7,100,2,,1.2,不知道
3703010203,粮食作物1,a1,100,0,0,0,,.,.,,,.,2,否,100,0,,.,.,.,,,.,
3703010203,粮食作物2,a21,50,0,50,1,2019,12,100,2,,.92,2,否,50,0,2020,12,3,100,2,,1.2,是
3703010204,粮食作物1,a1,0,0,100,1,2019,3,100,2,,1.14,1,否,100,0,,.,.,.,,,.,
3703010204,粮食作物2,a21,0,0,100,1,2019,12,100,2,,1.1,1.5,是,0,0,2020,12,.,100,2,,.9,否
3703010205,粮食作物1,a1,100,0,0,0,,.,.,,,.,1.8,否,100,0,,.,.,.,,,.,
3703010205,粮食作物2,a21,0,0,100,1,2019,11,100,2,,.9,1.8,是,0,0,9999,.,.,100,2,,9999,是
3703010206,粮食作物1,a1,20,0,80,1,2020,5,80,2,,1.25,5,否,20,0,2021,5,.,80,2,,1.2,不知道
3703010206,粮食作物2,a21,0,0,100,1,2020,4,100,2,,1.15,3,否,0,0,2021,4,.,100,2,,1,不知道
3703010207,粮食作物1,a1,0,0,100,1,2019,7,100,2,,1.05,2.7,是,0,0,2020,6,21,100,2,,1.1,不知道
3703010207,粮食作物2,a21,0,0,100,1,2019,10,100,2,,.8,2.7,是,0,0,2020,6,1,100,2,,.82,不知道
3703010208,粮食作物1,a1,50,0,50,1,2019,10,100,2,,1.08,3,否,100,0,2020,10,3,100,2,,1.08,否
3703010208,粮食作物2,a21,50,0,50,1,2019,10,100,2,,.8,3,否,50,0,2020,10,3,100,2,,.85,否
3703010209,粮食作物1,a1,20,0,80,1,2019,6,100,2,,1.15,2,是,20,0,2020,6,1,100,2,,1.15,不知道
3703010209,粮食作物2,a21,0,0,100,1,2020,11,100,2,,.9,2,是,0,0,2020,11,3,100,2,,.9,
3703010210,粮食作物1,a1,50,0,50,1,2020,1,100,2,,1.18,0.94,否,100,0,,.,.,.,,,.,不知道
3703010210,粮食作物2,a21,0,0,100,1,2019,10,100,2,,.85,0.94,否,100,0,,.,.,.,,,.,不知道
3703010211,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3703010212,粮食作物1,a1,0,0,100,1,2019,6,100,9,,1.13,2,否,100,0,,.,.,.,,,.,否
3703010212,粮食作物2,a21,0,0,100,1,2019,11,100,2,,.96,2,否,100,0,,.,.,.,,,.,
3701030201,粮食作物1,a1,0,0,100,1,2020,6,100,15,,1,10,是,0,0,2020,6,.,100,15,,1.1,不知道
3701030201,粮食作物2,a21,0,0,100,1,2019,11,100,15,,.8,10,否,0,0,2020,11,.,100,15,,1.2,
3701030202,粮食作物1,a21,0,100,0,0,,.,.,,,.,6,否,0,100,,.,.,.,,,.,
3701030202,粮食作物2,a1,0,0,100,1,2020,8,100,2,,1.2,6,是,0,0,2020,8,.,100,2,,1.2,是
3701030203,粮食作物1,a1,40,0,60,1,2019,10,100,2,,1.1,10,否,40,60,2020,11,21,100,2,,1.13,不知道
3701030203,粮食作物2,a21,0,30,70,1,2019,10,100,2,,.8,10,否,0,30,2021,3,.,100,2,,.9,不知道
3701030204,粮食作物1,a1,0,0,100,1,2019,9,100,2,,1.18,62,是,0,0,2020,7,15,100,2,,1.19,不知道
3701030204,粮食作物2,a21,0,0,100,1,2019,1,100,2,,1,62,是,0,0,2020,1,15,100,2,,1,不知道
3701030205,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3701030206,粮食作物1,a1,0,0,100,1,2019,11,100,2,,1.18,9,是,0,0,2020,11,12,100,2,,9999,不知道
3701030206,粮食作物2,a21,0,0,100,1,2019,12,100,2,,.88,9,是,0,0,2020,12,3,100,2,,9999,不知道
3701030207,粮食作物1,a1,0,0,100,1,2019,9,100,2,,1.1,7.2,是,0,0,2020,10,.,100,2,,1.18,否
3701030207,粮食作物2,a21,0,0,100,1,2019,12,100,2,,.83,7.2,是,0,0,2020,12,.,100,2,,9999,否
3701030208,粮食作物1,a1,0,0,100,1,2019,8,100,2,,1.16,10,否,0,0,2020,8,.,100,2,,1.18,不知道
3701030208,粮食作物2,a21,0,0,100,1,2020,3,100,2,,.94,10,否,0,0,9999,.,.,9999,9999,,9999,不知道
3701030209,粮食作物1,a1,0,0,100,1,2019,2,100,2,,1.16,10.8,否,0,0,2020,2,2,100,2,,1.16,不知道
3701030209,粮食作物2,a21,0,0,100,1,2019,12,100,2,,.99,10.8,否,0,0,2020,12,5,100,2,,.09,不知道
3701030210,粮食作物1,a1,0,0,100,1,2019,12,100,2,,1.16,9,是,0,0,9999,.,.,9999,2,,1.14,否
3701030210,粮食作物2,a21,0,0,100,2,2019,10,50,2,,.92,9,是,0,0,9999,.,.,9999,2,,1.1,
3701030211,粮食作物1,a1,0,0,100,1,2019,6,100,2,,1.1,5.4,是,0,0,2020,6,.,100,2,,1.1,不知道
3701030211,粮食作物2,a21,0,0,100,1,2019,10,100,2,,.9,5.4,是,0,0,2020,10,.,100,2,,.9,不知道
3701030212,粮食作物1,a1,0,0,100,1,2019,8,100,2,,1.1,10,否,0,0,2020,10,.,100,2,,1.2,不知道
3701030212,粮食作物2,a21,0,0,100,1,2020,12,100,2,,.8,10,否,0,0,2021,3,.,100,2,,1,不知道
3701030101,粮食作物1,a1,0,0,100,1,2019,6,100,2,,1.1,6,是,0,0,2020,6,1,100,2,,1.1,否
3701030101,粮食作物2,a21,0,0,100,1,2019,12,100,2,,.88,6,否,0,0,2020,12,4,100,2,,.9,不知道
3701030102,粮食作物1,a21,2,0,98,1,2019,9,100,2,,1.08,4,否,2,0,2020,9,.,100,2,,1,是
3701030102,粮食作物2,a1,4,0,96,1,2020,7,100,2,,1.13,4,是,5,0,2020,7,.,100,2,,1.2,是
3701030103,粮食作物1,a1,0,0,100,1,2019,9,100,2,,1.12,9,是,0,0,2020,8,25,100,2,,1.2,是
3701030103,粮食作物2,a21,0,0,100,1,2020,2,100,2,,.85,9,是,0,0,2021,2,.,100,2,,9999,是
3701030104,粮食作物1,a1,0,0,100,1,2019,5,100,3,,1.05,2,是,0,0,2020,5,.,100,3,,1.12,不知道
3701030104,粮食作物2,a21,0,0,100,1,2019,11,100,3,,.85,2,是,0,0,2020,11,.,100,3,,1.2,不知道
3701030105,粮食作物1,a1,0,0,100,1,2019,5,100,2,,1.1,4.8,是,0,0,2020,5,17,100,2,,9999,不知道
3701030105,粮食作物2,a21,0,0,100,1,2019,7,100,2,,1,4.8,是,0,0,2020,7,16,100,2,,9999,不知道
3701030106,粮食作物1,a1,0,0,100,1,2019,6,100,3,,1.11,6,是,0,0,2020,6,.,100,3,,9999,不知道
3701030106,粮食作物2,a21,0,0,100,1,2019,11,100,3,,1.08,6,否,0,0,,.,.,.,3,,9999,不知道
3701030107,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3701030108,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3701030109,粮食作物1,a1,0,0,100,1,2020,1,100,2,,1.15,7.2,是,0,0,9999,.,.,100,2,,1.3,是
3701030109,粮食作物2,a21,0,0,100,1,2019,10,100,2,,.93,7.2,是,0,0,9999,.,.,100,2,,1.2,
3701030110,粮食作物1,a1,0,0,100,1,2019,6,100,2,,1.1,4,是,0,0,2020,9,.,100,2,,1.1,不知道
3701030110,粮食作物2,a21,0,0,100,1,2019,12,100,2,,1.01,4,是,0,0,2020,12,.,100,2,,1,不知道
3701030111,粮食作物1,a1,0,0,100,1,2019,6,100,2,,1.02,10,是,0,0,2020,6,.,100,2,,1.04,是
3701030111,粮食作物2,a21,0,0,100,1,2019,10,100,2,,.8,10,否,0,0,2020,10,.,100,2,,.9,是
3701030112,粮食作物1,a1,5,0,95,1,2020,6,100,15,,1.1,13,是,5,0,2020,6,.,100,15,,1.1,是
3701030112,粮食作物2,a22,5,0,95,1,2019,10,100,15,,.9,13,否,5,0,2020,10,.,100,15,,1.12,是
3701020201,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3701020202,粮食作物1,a21,0,0,100,1,2019,3,100,2,,.9,2,是,0,0,9999,.,.,100,2,,.9,是
3701020202,粮食作物2,a1,0,0,100,1,2019,6,100,2,,1.1,2,是,0,0,2020,7,.,100,2,,1.2,是
3701020203,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3701020204,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3701020205,粮食作物1,a1,0,0,100,1,2019,6,100,2,,1.2,10.5,是,0,0,2020,6,.,100,2,,1.1,不知道
3701020205,粮食作物2,a21,0,5,95,1,2019,12,100,2,,.9,10.5,是,0,0,2020,12,.,100,2,,.9,不知道
3701020206,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3701020207,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3701020208,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3701020209,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3701020210,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3701020211,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3701020212,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3701010201,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3701010202,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3701010203,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3701010204,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3701010205,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3701010206,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3701010207,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3701010208,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3701010209,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3701010210,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3701010211,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3701010212,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3701010101,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3701010102,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3701010103,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3701010104,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3701010105,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3701010106,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3701010107,粮食作物1,a21,0,45,55,2,2020,6,66,3,,1.13,25,否,0,45,2019,6,.,66,3,,9999,不知道
3701010108,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3701010109,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3701010110,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3701010111,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3701010112,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3704020101,粮食作物1,a1,50,0,50,1,2020,6,100,2,,1.07,1.5,是,50,0,2020,6,.,100,2,,1.07,不知道
3704020101,粮食作物2,a21,20,0,80,1,2019,10,100,2,,.7,1.5,否,20,0,2020,10,.,100,2,,.8,不知道
3704020102,粮食作物1,a1,0,0,100,1,2019,6,100,2,,1.09,1.6,是,0,0,2020,6,1,100,2,,1,不知道
3704020102,粮食作物2,a21,0,0,100,1,2019,12,100,2,,.8,1.6,否,0,0,2020,12,2,100,2,,1.1,不知道
3704020103,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3704020104,粮食作物1,a1,0,0,100,1,2019,6,100,2,,1.03,2,是,0,0,2020,6,.,100,2,,1.03,不知道
3704020104,粮食作物2,a21,0,0,100,1,2019,9,100,2,,.97,2,是,0,0,2020,9,.,100,2,,9999,
3704020105,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3704020106,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3704020107,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3704020108,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3704020109,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3704020110,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3704020111,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3704020112,粮食作物1,a1,50,0,50,1,2019,6,100,2,,1,2,是,50,0,2020,6,.,100,2,,1.2,不知道
3704020112,粮食作物2,a21,0,0,100,1,2019,9,100,2,,1,2,是,0,0,2020,9,.,100,2,,1.4,不知道
3704020113,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
3704020201,粮食作物1,a1,0,0,100,1,2020,6,100,2,,1,4,是,0,0,2020,6,3,100,2,,1,是
3704020201,粮食作物2,a21,0,0,100,1,2019,11,100,2,,.9,4,否,0,0,2020,11,1,100,2,,.85,是
3704020202,粮食作物1,a1,0,0,100,1,2019,6,100,2,,1.1,4,是,0,0,2020,6,3,100,2,,1.1,是
3704020202,粮食作物2,a21,0,0,100,1,2019,11,100,2,,.85,4,是,0,0,2020,11,17,100,2,,.9,是
3704020203,粮食作物1,a1,0,0,100,1,2019,6,100,2,,1.03,5,是,0,0,2020,6,.,100,2,,1.12,否
3704020203,粮食作物2,a21,0,0,100,1,2019,10,100,2,,.8,5,是,0,0,2020,10,.,100,2,,9999,
3704020204,粮食作物1,a1,25,0,100,1,2019,6,100,2,,1.04,9.3,是,25,0,2020,6,20,100,2,,1.1,不知道
3704020204,粮食作物2,a2,0,0,100,1,2019,10,100,2,,.82,9.3,否,0,0,2020,10,3,100,2,,.9,不知道
3704020205,粮食作物1,a1,0,0,100,1,2019,6,100,2,,1.1,4,是,0,0,2020,6,3,100,2,,1.1,是
3704020205,粮食作物2,a21,0,0,100,1,2019,11,100,2,,.85,4,是,0,0,2020,11,12,100,2,,1,是
3704020206,粮食作物1,a1,0,0,100,1,2019,6,100,2,,1.1,5,是,0,0,2020,6,.,100,2,,1.14,是
3704020206,粮食作物2,a21,0,0,100,1,2019,11,100,2,,.85,5,是,0,0,2020,11,.,100,2,,9999,是
3704020207,粮食作物1,a1,0,0,100,1,2019,8,100,2,,1.15,5,是,0,0,2020,8,8,100,2,,1.12,不知道
3704020207,粮食作物2,a21,0,0,100,1,2019,11,100,2,,.85,5,是,0,0,2020,11,7,100,2,,.85,不知道
3704020208,粮食作物1,a1,0,0,100,1,2019,6,100,2,,1.03,0,否,0,0,,.,.,.,,,.,
