varID,var20_0,var20_1,var20_2,var20_3,var20_4,var20_5,var20_6,var20_7,var20_8,var20_8a,var20_9,var20_10,var20_11,var20_12,var20_13,var20_14,var20_15,var20_16,var20_17,var20_18
3703020203,回答者,1,68,155,62,好,差不多,6,10,,否,否,2,是,是,是,是,是,.5,比较满意
3703020203,其他成员1,2,68,152,56,好,差不多,6,10,,否,否,2,是,是,是,是,是,.5,比较满意
3703020204,回答者,1,46,178,90,差,差不多,6,"1,3",,否,是,3,否,是,是,是,否,1,非常满意
3703020205,回答者,1,57,170,70,很差,变差,6,2,,否,否,2,否,是,是,是,是,.5,比较满意
3703020206,回答者,1,49,172,88,很好,差不多,6,11,,否,是,1,是,是,是,是,否,.5,比较满意
3703020207,回答者,1,45,170,80,很好,差不多,6,11,,否,否,3,否,否,否,否,否,.06,非常满意
3703020208,回答者,1,33,158,61,一般,差不多,6,11,,否,是,3,否,是,是,是,否,.5,非常满意
3703020209,回答者,1,49,178,88,好,差不多,6,1,,否,是,3,否,是,是,是,否,1,非常满意
3703020210,回答者,1,35,170,85,一般,差不多,6,11,,是,否,3,否,否,否,否,否,1,非常满意
3703020211,回答者,1,48,176,90,好,差不多,6,1,,否,否,1,否,是,是,否,否,.5,比较满意
3703020212,回答者,1,46,170,75,很好,变好,6,11,,否,是,1,是,是,是,是,否,.5,比较满意
3703030101,回答者,2,52,156,70,差,变好,6,11,,否,是,3,否,是,是,否,否,.5,非常满意
3703030102,回答者,2,44,162,70,很好,差不多,6,11,,否,是,1,是,是,是,是,是,2,比较满意
3703030103,回答者,1,65,170,55,一般,差不多,6,11,,否,否,3,否,否,否,否,否,.5,比较满意
3703030103,其他成员1,1,62,160,50,一般,差不多,6,1,,否,否,3,否,否,否,否,否,.5,比较满意
3703030104,回答者,1,61,160,70,很好,变好,6,11,,否,是,3,否,是,是,是,否,.5,非常满意
3703030105,回答者,1,67,150,50,很好,差不多,6,11,,否,否,2,否,是,否,否,否,.1,比较满意
3703030106,回答者,1,59,160,70,很好,差不多,6,11,,否,否,3,否,否,否,否,否,.5,比较满意
3703030106,其他成员1,2,60,153,65,好,差不多,6,11,,否,否,3,否,否,否,否,否,.5,比较满意
3703030107,回答者,1,64,163,55,好,差不多,6,11,,否,否,2,是,是,是,是,否,.5,比较满意
3703030107,其他成员1,2,65,150,60,好,差不多,6,1,,否,否,2,是,是,是,是,否,.5,比较满意
3703030108,回答者,1,58,170,67.5,好,差不多,6,1,,否,否,2,是,是,是,是,否,.2,非常满意
3703030108,其他成员1,2,60,160,70,一般,差不多,6,11,,6.0,否,2,是,是,是,是,否,.2,非常满意
3703030109,回答者,1,76,162,60,很好,差不多,6,11,,否,是,2,否,是,是,是,否,.5,非常满意
3703030109,其他成员1,2,74,160,55,一般,差不多,6,1,,否,是,2,否,是,是,是,否,.5,非常满意
3703030110,回答者,1,74,160,60,好,差不多,6,11,,否,是,2,否,是,是,是,否,.5,非常满意
3703030111,回答者,1,66,180,65,一般,变差,6,7,,否,否,2,否,否,否,否,否,.1,非常满意
3703030111,其他成员1,2,64,157,60,一般,变差,3,11,,否,否,2,否,否,否,否,否,.1,非常满意
3703030112,回答者,1,73,170,70,好,差不多,6,1,,否,否,2,否,否,否,否,否,.5,非常满意
3703030112,其他成员1,2,69,160,60,好,差不多,6,1,,否,否,2,否,否,否,否,否,.5,非常满意
3703030201,回答者,1,46,165,65,很好,差不多,6,11,,否,否,1,否,是,是,是,否,.3,非常满意
3703030202,回答者,1,54,160,55,好,差不多,6,10,,否,否,1,是,是,是,是,是,.5,比较满意
3703030203,回答者,2,62,155,45,一般,差不多,6,11,,否,否,3,是,是,是,是,否,.02,非常满意
3703030203,其他成员1,1,68,175,55,一般,差不多,6,4,,否,否,2,是,是,是,是,否,.02,非常满意
3703030204,回答者,1,69,160,53,好,差不多,6,11,,是,是,2,否,否,是,否,否,.5,非常满意
3703030204,其他成员1,2,68,150,62,好,变好,6,11,,是,否,2,是,是,是,是,否,.5,非常满意
3703030205,回答者,2,58,170,80,一般,变差,6,11,,否,是,2,否,是,否,否,否,.2,比较满意
3703030206,回答者,1,62,172,70,一般,变差,6,1,,否,是,3,是,是,是,是,否,.2,非常满意
3703030206,其他成员1,2,62,150,63,一般,变差,6,10,,否,否,2,是,是,是,是,否,.2,非常满意
3703030207,回答者,1,70,160,85,一般,差不多,2,1,,否,否,2,是,是,是,是,否,.1,非常满意
3703030207,其他成员1,2,70,155,70,一般,差不多,6,4,,否,是,2,是,是,是,是,否,.1,非常满意
3703030208,回答者,1,50,170,67,好,差不多,6,11,,是,是,1,是,是,是,是,否,0,非常满意
3703030209,回答者,1,76,162,70,很差,变差,1,1,,否,否,2,否,是,是,是,是,.05,非常满意
3703030209,其他成员1,2,76,150,50,很差,变差,1,"1,2",,否,否,2,否,是,是,是,是,.05,非常满意
3703030210,回答者,1,62,170,65,差,变差,6,10,,否,否,2,是,是,是,是,否,.5,比较满意
3703030210,其他成员1,2,60,160,70,很差,变差,1,10,,否,否,2,是,是,是,是,否,.5,比较满意
3703030211,回答者,1,71,168,61.5,差,变差,6,1,,否,否,2,是,是,是,是,否,1.5,非常满意
3703030211,其他成员1,2,72,160,55,一般,变差,6,1,,否,否,2,否,是,是,是,否,1.5,非常满意
3703030212,回答者,1,66,172,74,一般,变好,6,"2,4",,否,是,2,是,是,是,是,否,.06,一般
3703030212,其他成员1,2,67,150,60,一般,变好,6,1,,否,是,2,是,是,是,是,否,.06,一般
3703010101,回答者,1,48,170,72,好,差不多,6,11,,否,否,2,是,是,是,是,否,.5,比较满意
3703010102,回答者,1,62,173,80,好,变差,6,11,,否,否,3,否,是,是,是,否,.1,一般
3703010102,其他成员1,2,62,170,65,一般,变差,6,6,,否,否,3,,是,是,是,否,.1,一般
3703010103,回答者,1,52,171,75,很好,变好,6,11,,是,否,2,否,是,是,是,否,.6,比较满意
3703010104,回答者,1,50,170,75,很好,差不多,6,11,,否,是,2,否,是,是,是,否,5,比较满意
3703010105,回答者,2,73,150,50,差,变差,6,"1,2,3,9",,否,否,2,否,是,是,是,否,1,比较满意
3703010106,回答者,1,67,165,60,很好,变好,6,11,,否,是,2,是,否,否,否,是,.25,非常满意
3703010107,回答者,1,73,163,55,很好,差不多,6,11,,否,是,2,是,是,是,是,否,.1,不太满意
3703010107,其他成员1,2,72,160,65,一般,变差,6,1,,否,是,2,是,是,是,是,否,.1,不太满意
3703010108,回答者,1,41,168,80,好,差不多,6,11,,是,是,3,否,是,是,是,否,1,比较满意
3703010109,回答者,1,67,173,60,好,变差,6,11,,否,是,2,否,否,是,否,否,.1,比较满意
3703010110,回答者,1,70,175,60,好,差不多,6,11,,否,是,2,否,否,否,否,否,.5,非常满意
3703010110,其他成员1,2,61,150,50,差,差不多,6,7,,否,是,2,否,否,否,否,否,.5,非常满意
3703010111,回答者,2,31,158,46,很好,差不多,6,11,,否,是,3,是,是,是,是,是,.1,非常满意
3703010112,回答者,1,50,170,75,很好,变好,6,11,,是,是,1,是,是,是,是,否,.5,比较满意
3703010201,回答者,2,60,158,53,好,差不多,6,11,,否,否,2,是,是,是,是,是,.02,比较满意
3703010201,其他成员1,1,65,170,62,差,变差,6,7,,是,否,2,是,是,是,是,否,.02,比较满意
3703010202,回答者,1,57,175,90,好,差不多,6,11,,否,否,2,是,否,是,否,否,.5,比较满意
3703010203,回答者,1,56,163,57.5,一般,变差,6,11,,否,否,1,是,是,是,是,是,.25,非常满意
3703010204,回答者,2,53,160,70,很好,差不多,6,1,,否,是,2,否,是,是,是,是,.4,非常满意
3703010205,回答者,1,52,170,80,好,差不多,6,11,,是,否,1,是,是,是,是,是,1,比较满意
3703010206,回答者,1,63,170,65,好,变差,6,11,,是,否,2,是,是,是,是,否,.1,非常满意
3703010206,其他成员1,2,64,153,61,好,差不多,6,11,,是,否,3,是,是,是,是,否,.1,非常满意
3703010207,回答者,2,44,158,62,很好,差不多,6,11,,是,否,1,否,是,是,是,否,.5,非常满意
3703010208,回答者,1,66,167,75,好,差不多,6,11,,否,是,1,是,是,是,是,否,.1,非常满意
3703010208,其他成员1,4,67,100,55,差,差不多,6,1,,否,是,1,是,是,是,是,否,.1,非常满意
3703010208,其他成员2,2,99,168,65,很好,变差,6,4,,否,是,1,是,是,是,是,否,.1,非常满意
3703010209,回答者,1,63,176,70,好,差不多,6,11,,否,是,2,是,是,是,是,否,.1,非常满意
3703010209,其他成员1,2,65,165,65,好,差不多,6,11,,否,是,2,是,是,是,是,否,.1,非常满意
3703010210,回答者,1,62,165,60,很好,差不多,6,11,,否,否,3,否,否,是,是,否,.2,非常满意
3703010210,其他成员1,2,63,163,60,好,差不多,6,11,,否,否,2,否,否,是,是,否,.2,非常满意
3703010211,回答者,1,52,170,75,好,变差,6,11,,否,否,3,否,是,是,否,否,.1,非常满意
3703010212,回答者,1,60,170,75,好,差不多,6,11,,否,否,3,是,是,是,是,否,.2,比较满意
3703010212,其他成员1,2,61,160,70,好,差不多,6,11,,否,是,2,是,是,是,是,否,.2,比较满意
3701030201,回答者,1,69,170,65,一般,变差,6,1,,否,是,2,否,否,是,是,否,1,比较满意
3701030202,回答者,1,46,170,72,好,差不多,6,11,,是,否,1,是,是,是,是,否,1,比较满意
3701030202,其他成员1,4,71,155,55,一般,变差,6,11,,否,否,2,是,是,是,是,否,1,比较满意
3701030203,回答者,3,38,165,51,好,差不多,6,11,,否,否,3,否,否,否,否,否,.5,比较满意
3701030203,其他成员1,1,77,160,52,一般,差不多,6,1,,否,否,2,否,是,是,是,否,.5,比较满意
3701030203,其他成员2,2,67,150,60,一般,差不多,6,10,,否,否,2,否,是,是,是,否,.5,比较满意
3701030204,回答者,1,49,173,85,很好,变好,6,11,,是,是,3,是,是,是,是,否,.1,非常满意
3701030205,回答者,1,67,165,60,好,差不多,6,10,腰椎突出,否,是,1,是,是,是,是,否,1,非常满意
3701030205,其他成员1,2,69,150,60,一般,差不多,6,4,,否,是,1,是,是,是,是,是,1,非常满意
3701030206,回答者,1,46,165,62,一般,差不多,6,11,,否,否,3,否,是,是,是,否,1,比较满意
3701030206,其他成员1,3,78,150,60,一般,变好,6,1,,否,是,2,是,是,是,是,否,1,比较满意
3701030207,回答者,1,67,170,70,一般,变差,6,1,,否,是,2,否,否,否,否,否,2,非常满意
3701030207,其他成员1,2,68,160,70,好,差不多,6,11,,否,否,2,否,否,否,否,否,2,非常满意
3701030208,回答者,1,53,165,75,很好,变差,6,11,,否,否,3,否,否,是,否,否,3,非常满意
3701030209,回答者,1,59,176,86,一般,变差,6,11,,否,是,3,是,是,是,是,否,1,不太满意
3701030210,回答者,2,51,173,75,好,差不多,6,11,,否,是,3,否,是,是,是,否,.6,非常满意
3701030210,其他成员1,1,84,167,61,好,差不多,6,2,,否,是,2,否,是,是,是,否,.6,非常满意
3701030211,回答者,1,66,165,80,很好,变好,6,11,,否,否,3,是,否,是,是,否,1,比较满意
3701030211,其他成员1,2,67,160,50,很差,变差,2,10,,否,否,3,否,否,否,否,否,1,比较满意
3701030212,回答者,1,54,170,75,好,差不多,6,11,,否,是,2,否,是,是,是,否,1,非常满意
3701030101,回答者,1,63,166,75,好,差不多,6,1,,否,是,2,是,是,是,是,是,.5,比较满意
3701030101,其他成员1,2,62,145,49,好,差不多,6,1,,否,是,2,是,是,是,是,是,.5,比较满意
3701030102,回答者,1,69,175,60,一般,差不多,6,11,,否,是,2,是,是,是,是,否,1,非常满意
3701030102,其他成员1,2,68,175,65,一般,变差,6,1,,否,是,2,是,是,是,是,否,1,非常满意
3701030103,回答者,1,55,175,70,差,差不多,1,1,,否,否,3,否,否,是,是,否,1,非常满意
3701030103,其他成员1,3,76,170,75,很好,差不多,6,1,,否,否,2,否,否,是,是,是,1,非常满意
3701030104,回答者,1,69,160,65,一般,变差,6,3,,否,否,2,否,否,否,否,否,.1,非常满意
3701030105,回答者,1,74,155,55,好,差不多,6,1,,否,是,2,否,是,是,是,否,.5,比较满意
3701030105,其他成员1,2,74,150,60,好,差不多,6,1,,否,是,2,否,是,是,是,否,.5,比较满意
3701030106,回答者,1,64,178,65,一般,变好,6,11,,否,否,2,是,是,是,是,是,.4,非常满意
3701030106,其他成员1,2,65,160,60,一般,变好,6,11,,否,否,2,是,是,是,是,是,.4,非常满意
3701030107,回答者,1,66,167,70,好,差不多,6,1,,否,是,2,否,是,是,是,否,1.5,一般
3701030107,其他成员1,2,65,165,60,好,变差,6,3,,否,是,2,否,是,是,是,否,1.5,一般
3701030107,其他成员2,3,98,160,55,好,差不多,6,11,,否,是,2,否,是,是,是,否,1.5,一般
3701030108,回答者,1,53,173,97,一般,差不多,6,1,,否,是,1,是,是,是,是,是,.1,非常满意
3701030109,回答者,1,53,180,75,好,差不多,6,11,,否,是,1,否,是,是,是,否,.4,比较满意
3701030109,其他成员1,4,83,167,45,一般,差不多,6,1,,否,否,2,否,是,是,是,否,.4,比较满意
3701030110,回答者,1,72,155,55,很好,差不多,6,1,,否,否,2,是,是,是,是,否,.3,非常满意
3701030110,其他成员1,2,65,155,65,很好,差不多,6,11,,否,否,2,是,是,是,是,否,.3,非常满意
3701030111,回答者,3,52,180,88,很好,差不多,6,11,,是,是,1,是,是,是,是,是,.3,比较满意
3701030111,其他成员1,1,75,164,70,很好,差不多,6,11,,否,否,2,否,是,是,是,否,.3,比较满意
3701030111,其他成员2,2,73,160,65,很好,差不多,6,11,,否,否,2,是,是,是,是,否,.3,非常满意
3701030112,回答者,3,47,165,60,一般,差不多,6,11,,否,否,2,是,是,是,是,否,.5,比较满意
3701030112,其他成员1,1,78,165,55,一般,差不多,6,10,,否,否,2,是,是,是,是,否,.5,比较满意
3701030112,其他成员2,2,72,155,60,一般,差不多,6,10,,否,否,2,是,是,是,是,否,.5,比较满意
3701020201,回答者,4,72,154,60,一般,差不多,4,10,脑供血不足,否,否,2,是,是,是,是,否,.05,比较满意
3701020202,回答者,1,66,170,50,差,差不多,6,"2,7",,否,否,2,否,否,是,是,否,.3,比较满意
3701020202,其他成员1,2,64,160,65,差,差不多,6,1,,否,否,2,否,否,是,是,否,.3,比较满意
3701020203,回答者,1,73,172,75,好,差不多,6,11,,否,否,2,否,是,是,是,否,.2,比较满意
3701020203,其他成员1,2,68,165,60,差,差不多,6,11,,否,否,2,否,是,是,是,否,.2,比较满意
3701020204,回答者,1,66,166,75,很好,差不多,6,11,,否,是,3,是,是,是,是,否,1,一般
3701020204,其他成员1,2,88,156,40,很好,差不多,6,11,,否,是,3,是,是,是,是,否,1,一般
3701020205,回答者,3,72,168,70,很好,变差,6,11,,否,否,2,否,否,否,否,否,4,非常满意
3701020205,其他成员1,2,52,156,45,一般,变差,6,11,,否,否,2,否,否,否,否,否,4,非常满意
3701020205,其他成员2,4,60,150,45,一般,变差,6,11,,否,否,2,否,否,否,否,否,4,非常满意
3701020206,回答者,2,70,155,50,好,差不多,6,11,,否,否,2,否,是,是,是,否,2,比较满意
3701020206,其他成员1,3,70,169,70,好,差不多,6,11,,否,否,2,否,是,是,是,否,2,比较满意
3701020207,回答者,1,54,162,65,一般,变差,1,11,,否,是,3,否,否,否,否,否,.05,比较满意
3701020208,回答者,1,79,160,60,很好,差不多,6,11,,否,否,2,是,是,是,是,否,2,非常满意
3701020209,回答者,2,71,160,55,很好,差不多,6,11,,否,否,2,否,是,是,是,否,.08,非常满意
3701020209,其他成员1,3,76,165,65,很好,差不多,6,11,,否,否,2,否,是,是,是,否,.08,非常满意
3701020210,回答者,2,64,155,65,差,变好,6,"1,2,3,4",,否,是,3,否,是,是,是,否,1.5,非常满意
3701020210,其他成员1,1,66,165,55,很好,变好,6,11,,否,是,3,否,是,是,是,否,1.5,非常满意
3701020211,回答者,1,69,166,60,好,差不多,6,11,,否,否,2,是,是,是,是,是,.5,比较满意
3701020211,其他成员1,2,71,170,50,一般,差不多,6,1,,否,否,2,是,是,是,是,是,.5,比较满意
3701020212,回答者,1,66,175,80,好,差不多,6,11,,否,是,1,是,是,是,是,否,2,非常满意
3701020212,其他成员1,2,69,165,80,好,差不多,6,1,,否,是,1,是,是,是,是,否,2,非常满意
3701010201,回答者,2,70,158,62,好,差不多,6,"1,3",,否,是,2,是,是,是,是,是,2,比较满意
3701010201,其他成员1,1,70,170,70,好,差不多,6,11,,否,否,2,否,是,是,是,是,2,比较满意
3701010202,回答者,2,45,157,72.5,差,变差,6,11,,否,否,3,否,是,是,是,否,1.5,比较满意
3701010203,回答者,1,64,160,60,很差,差不多,6,11,,否,否,3,否,是,是,是,否,.15,非常满意
3701010203,其他成员1,2,62,160,50,很好,差不多,6,11,,否,否,3,否,是,是,是,否,.15,非常满意
3701010204,回答者,2,66,9999,62.5,很好,差不多,6,11,,是,是,1,否,是,是,否,否,1,一般
3701010205,回答者,2,50,172,72,差,变好,2,11,,否,否,3,是,是,是,是,否,.1,非常满意
3701010205,其他成员1,1,83,9999,9999,很好,变好,6,11,,否,否,3,是,是,是,是,否,.1,非常满意
3701010205,其他成员2,3,80,9999,9999,好,变好,6,11,,否,否,2,是,是,是,是,是,.1,非常满意
3701010206,回答者,1,57,157,54,很好,差不多,6,11,,否,否,3,否,否,否,否,否,.5,比较满意
3701010207,回答者,1,76,155,50,很好,差不多,6,1,,否,是,2,是,是,是,是,是,.5,非常满意
3701010208,回答者,2,44,153,96,一般,差不多,6,11,,否,否,3,否,否,否,否,否,3,一般
3701010209,回答者,2,61,160,9999,好,差不多,6,2,,否,是,2,是,是,是,是,否,1.5,非常满意
3701010209,其他成员1,1,64,170,9999,差,变差,6,"1,3",,否,是,2,是,是,是,是,否,1.5,非常满意
3701010210,回答者,2,63,160,52,很好,差不多,6,11,,否,是,2,否,否,否,否,否,.5,非常满意
3701010210,其他成员1,1,62,170,65,很好,差不多,6,11,,否,是,3,否,否,否,否,否,.5,非常满意
3701010211,回答者,2,64,155,110,一般,差不多,6,1,,否,否,2,是,是,是,是,否,3,比较满意
3701010211,其他成员1,1,65,170,150,好,差不多,6,"1,3",,否,否,2,是,是,是,是,否,3,比较满意
3701010212,回答者,1,55,178,86,很好,变好,6,11,,否,是,1,是,是,是,是,否,2,比较满意
3701010101,回答者,1,36,177,90,很好,变好,6,10,,否,是,2,是,是,是,是,否,.5,一般
3701010102,回答者,1,72,170,60,很好,变好,6,11,,否,是,2,否,是,是,是,否,.5,比较满意
3701010102,其他成员1,2,72,160,65,好,变差,6,4,,否,是,2,否,是,是,是,否,.5,比较满意
3701010103,回答者,1,61,160,70,很好,差不多,6,2,,否,是,2,是,是,是,是,是,.05,非常满意
3701010103,其他成员1,3,77,150,60,很好,差不多,6,1,,否,是,2,是,是,是,是,是,.05,非常满意
3701010104,回答者,2,61,158,70,好,差不多,6,1,,否,否,3,否,是,是,是,否,.1,非常满意
3701010104,其他成员1,1,60,160,75,好,差不多,6,11,,否,否,3,否,是,是,是,否,.1,非常满意
3701010105,回答者,2,46,163,67,很好,变好,6,11,,否,否,3,是,否,否,否,否,.5,一般
3701010106,回答者,1,81,155,53,差,变差,4,4,,否,否,2,否,是,是,是,否,.1,比较满意
3701010107,回答者,2,66,162,120,差,变好,6,"3,1",,否,否,2,是,是,是,是,是,.5,比较满意
3701010107,其他成员1,1,66,172,140,很好,差不多,6,11,,否,否,2,是,是,是,是,是,.5,比较满意
3701010108,回答者,2,58,9999,9999,很好,差不多,6,11,,否,是,3,否,是,是,是,否,.25,比较满意
3701010109,回答者,1,48,172,59,很差,变差,6,4,,否,否,3,否,否,是,是,否,.05,比较满意
3701010110,回答者,2,66,152,76,很差,变差,6,"1,4,7",,否,否,2,否,是,是,是,否,.1,非常满意
3701010110,其他成员1,1,64,151,50,很差,变差,6,10,腰,否,否,2,否,否,是,是,否,.1,非常满意
3701010111,回答者,2,59,156,62,很好,变好,6,11,,否,是,2,否,是,是,是,否,.2,非常满意
3701010111,其他成员1,1,61,160,70,很好,变好,6,11,,否,否,3,否,是,是,是,否,.2,非常满意
3701010112,回答者,2,53,150,65,好,差不多,6,1,,否,是,2,是,否,是,是,是,.1,比较满意
3701010112,其他成员1,1,65,170,70,好,差不多,6,11,,否,是,2,是,否,是,是,是,.1,比较满意
3704020101,回答者,2,38,163,72,很好,差不多,6,11,,否,是,2,是,是,是,是,否,.02,比较满意
3704020102,回答者,1,75,176,70,好,差不多,6,11,,否,是,1,是,是,是,是,否,3,一般
3704020102,其他成员1,2,73,164,70,很差,变好,6,6,,否,是,1,是,是,是,是,否,3,一般
3704020103,回答者,2,47,155,48.5,好,差不多,6,11,,否,是,3,是,是,是,是,否,.4,非常满意
3704020104,回答者,2,52,160,54,很好,变好,6,11,,是,是,2,是,否,否,否,否,2,非常满意
3704020105,回答者,1,54,168,85,好,差不多,6,1,,否,是,1,是,是,是,是,否,.5,比较满意
3704020106,回答者,2,53,160,120,好,变好,6,11,,否,否,3,否,是,是,是,否,.5,比较满意
3704020107,回答者,1,69,165,65,好,差不多,6,11,,否,是,2,是,是,是,是,否,.5,比较满意
3704020107,其他成员1,2,72,156,45,好,差不多,6,11,,否,是,2,是,是,是,是,否,.5,比较满意
3704020108,回答者,1,63,160,54,一般,变差,6,11,,否,否,3,否,否,否,否,否,1,比较满意
3704020109,回答者,1,66,162,71,很好,差不多,6,11,,否,是,2,是,是,是,是,否,.25,非常满意
3704020109,其他成员1,2,68,158,50,很好,差不多,6,11,,否,是,2,是,是,是,是,否,.25,非常满意
3704020110,回答者,1,34,176,88,好,差不多,6,11,,否,是,1,否,是,是,是,否,.2,非常满意
3704020111,回答者,2,68,150,61,很好,差不多,6,3,,否,是,2,否,是,是,是,否,.02,非常满意
3704020111,其他成员1,1,68,168,65,好,变好,1,1,,否,是,2,否,是,是,是,否,.02,非常满意
3704020112,回答者,1,64,160,70,很好,差不多,6,11,,否,否,3,否,是,是,是,是,.2,非常满意
3704020113,回答者,2,49,158,65,很好,变好,6,11,,否,是,1,是,是,是,是,否,.1,比较满意
3704020201,回答者,2,52,165,80,好,差不多,6,11,,否,是,3,是,是,是,是,否,.5,比较满意
3704020202,回答者,1,52,175,150,一般,差不多,6,1,,否,否,1,是,是,是,是,否,1,非常满意
3704020203,回答者,1,45,172,60,很好,变好,6,11,,否,否,3,否,是,是,是,否,.5,比较满意
3704020204,回答者,1,65,170,75,好,差不多,6,11,,否,否,2,否,否,否,否,否,3,比较满意
3704020204,其他成员1,2,67,168,60,好,差不多,6,11,,否,否,2,否,否,否,否,否,3,比较满意
3704020204,其他成员2,4,90,150,40,很差,变差,"3,45",9,,否,否,2,否,否,否,否,否,3,比较满意
3704020205,回答者,1,62,175,93,很好,差不多,6,11,,否,是,2,是,是,是,是,是,.5,比较满意
3704020205,其他成员1,5,61,160,70,很好,差不多,6,11,,否,是,2,是,是,是,是,是,.5,比较满意
3704020206,回答者,1,51,170,61,好,差不多,6,11,,否,是,2,否,是,是,是,否,.1,比较满意
3704020206,其他成员1,5,87,160,50,一般,变差,6,4,,否,是,2,否,是,是,是,否,.1,比较满意
3704020207,回答者,1,43,170,80,好,变差,6,11,,否,否,1,是,是,是,是,否,0,
3704020208,回答者,3,41,168,80,很好,差不多,6,11,,否,否,3,否,是,是,是,否,.5,非常满意
3704020208,其他成员1,1,71,171,70,很好,差不多,6,1,,否,是,1,否,是,是,是,否,.5,非常满意
3704020208,其他成员2,2,64,159,65,很好,差不多,6,10,,否,是,1,否,是,是,是,否,.5,非常满意
3704020209,回答者,1,55,160,60,好,差不多,6,11,,否,是,3,是,是,是,是,否,3,非常满意
3704020210,回答者,1,67,174,65,很好,差不多,6,1,,否,否,2,是,是,是,是,否,1,非常满意
3704020210,其他成员1,2,69,150,50,很好,差不多,6,11,,否,否,2,是,是,是,是,否,1,非常满意
3704020211,回答者,2,47,163,60,好,变差,6,11,,否,否,1,是,是,是,是,是,.5,比较满意
3704020212,回答者,2,49,160,58,很好,差不多,6,1,,否,是,2,是,是,是,是,否,1,非常满意
3704010201,回答者,1,64,170,78,一般,差不多,6,11,,否,否,2,是,是,是,是,否,.2,比较满意
3704010202,回答者,1,66,169,70,很好,差不多,6,11,,否,是,1,是,是,是,是,否,.1,非常满意
3704010202,其他成员1,2,63,169,85,好,差不多,6,11,,否,是,3,是,是,是,是,是,.1,非常满意
3704010203,回答者,1,75,170,70,好,差不多,6,11,,否,否,2,否,否,否,否,是,2.5,一般
3704010203,其他成员1,2,73,170,70,一般,差不多,6,3,,否,否,2,否,否,否,否,是,2.5,一般
3704010204,回答者,1,53,168,65,好,差不多,6,11,,否,否,1,是,是,是,是,否,.2,比较满意
3704010204,其他成员1,3,73,170,70,好,差不多,6,11,,否,否,2,是,是,是,是,否,.2,比较满意
3704010204,其他成员2,4,73,160,65,一般,差不多,6,"1,3",,否,否,2,否,是,是,是,是,.2,比较满意
3704010205,回答者,1,66,170,70,好,变差,6,1,,否,是,2,是,是,是,是,否,.1,比较满意
3704010205,其他成员1,2,69,160,45,好,差不多,3,11,,否,是,2,否,是,是,是,是,.1,比较满意
3704010206,回答者,1,72,170,70,一般,差不多,4,"2,3",,否,否,2,否,否,是,是,否,.2,比较满意
3704010207,回答者,1,56,174,80,好,差不多,6,11,,否,否,3,否,是,是,是,否,.02,比较满意
3704010208,回答者,2,53,156,50,差,变差,6,4,,否,否,2,是,是,是,是,否,.02,非常满意
3704010209,回答者,8,48,175,70,好,差不多,6,11,,否,是,3,否,是,是,是,是,.05,非常满意
3704010209,其他成员1,1,73,170,65,很差,差不多,6,"4,3",,否,是,2,否,是,是,是,是,.05,非常满意
3704010209,其他成员2,2,75,165,65,很差,差不多,6,"4,3",,否,是,,否,是,是,是,是,.05,非常满意
