varID,var9_1,var9_1a,var9_2,var9_2a,var9_3,var9_4,var9_5,var9_6,var9_7,var9_8,var9_9,var9_10,var9_11,var9_11a,var9_12,var9_13,var9_14,var9_15,var9_16,var9_17,var9_18,var9_18a,var9_19,var9_19a,var9_20a,var9_20b,var9_21,var9_22,var9_23,var9_24,var9_25,var9_26,var9_26a,var9_27,var9_27a,var9_28,var9_28a,var9_29,var9_30,var9_31,var9_32,var9_32a,var9_33,var9_33a,var9_34,var9_35,var9_36,var9_37,var9_38,var9_39,var9_40,var9_40a,var9_41,var9_42,var9_43,var9_44,var9_44a,var9_45,var9_46,var9_47,var9_48,var9_49,var9_50
3703020202,2,,2,,10,是,9,8,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,2018,2,30,30,.539,240,240,2,,3,,10,,,150,0,9,,2,,.,.,.,.,.,,,,.,.,.,,,1,25,.3,.7,0,0
3703020203,"1,2",,1,,3,是,10,9999,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,10,0,0,6,25,0
3703020204,1,,1,,0,不知道,,,生活方面有过,45,20,9999,3,,从未,从未,从未,从未,是,是,,,,,2019,3,45,45,9999,240,240,2,,1,,,,,9999,0,9,,9999,,.,.,.,.,.,,,,.,.,.,,,0,42,0,.05,0,0
3703020205,1,,1,,2,否,,,都没有过,.,.,.,1,,从未,从未,从未,从未,否,,2,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.6,0,0,0,9999,1,5,无,.,0,0,10,订婚,0,.6,0,0,0,0
3703020206,1,,1,,4,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,1,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,1,1,0,0,3,1,1,,0,2,0,7,,0,0,1,1.5,4,0
3703020207,1,,1,,5,是,5,1,都没有过,.,.,.,,,从未,从未,从未,从未,是,是,,,,,2018,5,60,60,4.5,240,240,4,,3,,10,,,60,0,9,,2,,.,.,.,.,.,,,,.,.,.,,,0,0,30,7,5,0
3703020208,2,,6,,3,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.3,5,0
3703020209,2,,6,,5,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,担保人不符合要求,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,4,10,0
3703020210,1,,2,,5,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,是,是,,,,,2019,10,49,49,9999,25,9999,2,,3,,10,,,15,0,9,,2,,.,.,.,.,.,,,,.,.,.,,,2,45,0,1,1,0
3703020211,2,,2,,3,是,9999,9999,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,2015,9,30,30,4,180,180,2,,1,,,,,9999,0,9,,2,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.5,10,0
3703020212,2,,2,,10,否,,,生活方面有过,1,.1,0,1,,从未,从未,从未,从未,否,,1,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,1,1,0,0,.5,1,1,,0,3,0,8,,0,0,0,.1,10,0
3703030101,1,,1,,2,否,,,生活方面有过,2,1,0,1,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,2,2,0,0,12,1,1,,.,1,0,8,,0,1,5,.3,0,0
3703030102,1,,1,,10,是,8,2,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,1,1,0,0,1,1,1,,0,1,0,10,转借给他人,.,.,.,.03,5,0
3703030103,1,,1,,8888,否,,,生活生产方面都有,1,2,9999,2,,偶尔,偶尔,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,1.2,1,0,8888,24,8888,2,,8888,8888,0,"7,8",,0,1.2,0,.1,0,0
3703030104,1,,1,,2,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,1,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.1,8888,0
3703030105,1,,1,,0,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.2,0.2,0
3703030106,1,,1,,0,是,3,6,都没有过,.,.,.,,,经常,经常,从未,从未,是,是,0,,,,2014,8,4,4,.9,36,108,1,,1,,,,1,2,0,6,,3,,.3,.3,0,0,15,2,1,,0,0,0,7,,0,4.3,0,8888,8888,0
3703030107,1,,1,,2,否,,,生产经营方面有过,.5,.2,0,1,,从未,从未,从未,从未,否,,1,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.5,.5,0,0,2,1,1,,.,.5,0,1,,0,0,0,.3,8888,0
3703030108,1,,1,,5,是,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,10,1,0,0
3703030109,1,,1,,0,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.2,0,0
3703030110,1,,1,,5,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.5,0.2,0
3703030111,1,,1,,3,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.2,0.2,0
3703030112,1,,1,,5,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.5,4,0
3703030201,1,,1,,2,不知道,,,生活方面有过,.8,9999,0,1,,经常,从未,从未,从未,否,,1,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.8,.8,0,0,9999,1,5,无,.,0,0,8,,0,.8,0,.5,0,0
3703030202,1,,1,,4,否,,,生产经营方面有过,20,1,9999,1,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,14,14,0,0,6,1,1,,.,1,500,5,,0,14,4,2,25,0
3703030203,1,,1,,0,不知道,,,都没有过,.,.,.,,,偶尔,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.2,10,0
3703030204,1,,1,,8,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.6,4,0
3703030205,1,,1,,3,否,,,生活生产方面都有,4,1,0,1,,从未,从未,从未,从未,是,是,,,,,2019,11,5,5,.1,12,12,1,,1,,,,,15,0,9,,2,,4,4,0,0,12,1,5,无,.,2,0,9,,8888,9,0,8888,8888,0
3703030206,1,,1,,5,不知道,,,都没有过,.,.,.,,,从未,偶尔,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,.3,1,0,0
3703030207,1,,1,,0,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.1,0.1,0
3703030208,1,,2,,5,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,11,0,.5,5,0
3703030209,1,,1,,6,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.1,0.1,0
3703030210,1,,1,,2,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.05,2,0
3703030211,1,,1,,0,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.2,5,0
3703030212,1,,1,,5,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.1,9999,0
3703010101,1,,1,,4,是,9999,9999,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,4,0,0,12,30,6
3703010102,1,,1,,1,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,.5,.5,4,0
3703010103,2,,2,,4,是,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,.4,.2,0,0
3703010104,1,,6,,3,是,10,1,都没有过,.,.,.,,,从未,从未,从未,从未,是,是,,,,,2019,3,9,9,.9,12,6,1,,2,,,,1,7,0,7,,1,,2,2,0,0,24,1,1,,.,1,0,9,,1,11,9,1,2,0
3703010105,1,,1,,0,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.3,0.5,0
3703010106,1,,1,,7,是,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.2,6,0
3703010107,1,,1,,9999,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.1,3,0
3703010108,2,,6,,0,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,.6,0,.07,3,0,0
3703010109,1,,1,,0,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,2007,6,3,3,10,12,12,1,,1,,,,,5,0,8,,2,,.,.,.,.,.,,,,.,.,.,,,0,0,5,.6,0,0
3703010110,1,,1,,9999,否,,,生产经营方面有过,.1,2,.,1,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,.1,0,.06,0.3,0
3703010111,2,,2,,10,是,7,3,生活方面有过,5,1,9,3,,从未,从未,从未,从未,是,是,,,,,2020,4,5,5,9,12,12,5,,1,,,,,1,0,9,,2,,.,.,.,.,.,,,,.,.,.,,,3.3,0,3,.3,25,0
3703010112,2,,1,,9,是,30,2,都没有过,0,.,.,1,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,3,.1,12,0
3703010201,1,,1,,3,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.05,0.6,0
3703010202,2,,1,,4,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,2,7,0
3703010203,1,,1,,2,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,是,是,,,,,2020,8,.5,.5,0,24,24,9999,,1,,,,,0,0,8,,4,,.,.,.,.,.,,,,.,.,.,,,0,1,0,.3,0.5,0
3703010204,2,,2,,9999,是,15,3,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.5,30,0
3703010205,3,,6,,5,是,20,2,生活生产方面都有,2,.5,10,1,,从未,从未,从未,从未,否,,0,,,,2020,9,30,9999,3,24,12,1,,1,,,,,10,0,10,办合作社,1,,2,2,0,0,6,2,1,,.,0,0,10,应急,0,0,0,.5,8888,0
3703010206,1,,1,,0,是,5,1,都没有过,.,.,.,,,从未,从未,从未,从未,是,是,,,,,2014,5,5,5,.9,12,12,1,,2,,,,1,3,0,9,,2,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.05,2,0
3703010207,2,,2,,7,是,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.2,9999,0
3703010208,1,,1,,6,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,1,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.2,1,0
3703010209,1,,1,,5,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.5,1,0
3703010210,1,,1,,0,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.01,0.037,0
3703010211,2,,2,,3,是,9999,9999,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.2,.2,0,0,3,2,1,,0,1,0,7,,0,0,0,2,10,0
3703010212,2,,2,,10,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,是,是,,,,,2016,3,5,5,8,72,72,1,,2,,,,1,10,0,7,,2,,.,.,.,.,.,,,,.,.,.,,,0,5,0,.3,3,0
3701030201,1,,1,,4,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,0,2,0
3701030202,2,,2,,3,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,.5,0,1,.8,20,0
3701030203,1,,1,,3,否,,,生活生产方面都有,3,2,9999,3,,偶尔,从未,从未,从未,是,是,,,,,2019,7,1.2,1.2,9999,36,11,5,,1,,,,,4,0,1,,4,,.3,.3,0,0,2,1,1,,.,3,0,8,,3,8,0,.1,0.5,0
3701030204,2,,1,,5,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,1,10,0
3701030205,1,,1,,0,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,3,8888,0
3701030206,1,,1,,5,否,,,都没有过,.,.,.,,,从未,偶尔,从未,从未,是,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,1,9999,0
3701030207,1,,1,,1,否,,,都没有过,.,.,.,,,经常,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,1.3,0.8,0
3701030208,1,,1,,2,不知道,,,都没有过,.,.,.,,,从未,从未,经常,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,0,4,0
3701030209,1,,1,,4,不知道,,,生活方面有过,70,5,0,1,,经常,从未,从未,从未,否,,2,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.5,0,0
3701030210,1,,2,,3,否,,,都没有过,0,2,9999,1,,经常,从未,从未,从未,否,,1,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,15,0,.1,0,0
3701030211,1,,1,,2,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,2000,3,.3,.3,9999,24,24,8,村长辈忙办,2,,,,2,10,0,9,,2,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.4,0,0
3701030212,1,,1,,2,不知道,,,生产经营方面有过,.1,1,0,1,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.1,.1,0,0,3,1,1,,0,1,0,1,,0,0,0,.2,8,0
3701030101,2,,2,,0,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,1,3,0
3701030102,1,,1,,2,不知道,,,生活方面有过,.3,.25,9999,1,,从未,从未,从未,从未,否,,1,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.2,.2,0,0,10,1,1,,.,.,.,8,,0,.2,0,0,0.08,0
3701030103,1,,1,,5,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.1,0.7,0
3701030104,1,,1,,0,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,8888,8888,0
3701030105,1,,1,,5,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.3,0,0
3701030106,1,,1,,1,否,,,都没有过,.,.,.,,,偶尔,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,0,2,0
3701030107,1,,1,,1,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.3,3,0
3701030108,10,无,6,,50,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,3,5,0
3701030109,1,,1,,2,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,.3,.5,6,0
3701030110,1,,1,,0,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,.,.,.,.,,.
3701030111,2,,2,,5,是,30,10,生活方面有过,20,2,10,1,,从未,从未,从未,从未,是,是,,,,,2010,3,30,30,9,36,12,1,,2,,,,1,10,0,7,,3,,20,10,10,10,36,"1,2",1,,0,3,0,9,,0,50,3,3,5,0
3701030112,1,,1,,4,不知道,,,都没有过,.,.,.,,,偶尔,偶尔,从未,从未,否,,1,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,2,0,2,1.2,2,1,1,,0,2,0,5,,0,0,0,0,4.6,0
3701020201,1,,1,,0,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,1,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,9999,9999,0
3701020202,1,,1,,0,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,1,1,0,0
3701020203,1,,1,,3,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.1,0.3,0
3701020204,1,,1,,4,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.3,1,0
3701020205,1,,1,,2,是,10,2,生产经营方面有过,10,2,9999,1,,从未,从未,从未,从未,否,,0,,,,2010,6,10,10,9999,2,2,1,,2,,,,1,30,300,5,,1,,.,.,.,.,.,,,,.,.,.,,,9999,0,7,.5,8888,0
3701020206,1,,1,,3,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,2,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,0,0.8,0
3701020207,,,1,,5,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.2,1,0
3701020208,,,1,,0,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,8888,8888,0
3701020209,1,,1,,0,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.05,10,0
3701020210,1,,1,,4,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.5,0.8,0
3701020211,1,,1,,0,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.4,4,0
3701020212,2,,10,无,2,否,,,生产经营方面有过,6,1,9999,3,,从未,从未,从未,从未,是,是,,,,,9999,.,6,6,9999,9999,9999,1,,2,,,,2,30,200,5,,1,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.2,1,0
3701010201,1,,1,,3,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.3,1,0
3701010202,10,不用买,1,,2,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,8888,0,0
3701010203,1,,1,,2,否,,,都没有过,.,.,9999,1,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.005,0.3,0
3701010204,1,,1,,9999,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.1,1,0
