varID,var8_1,var8_1a,var8_2,var8_3,var8_4,var8_5,var8_6,var8_6a,var8_7,var8_8,var8_8a,var8_9,var8_10,var8_10a,var8_11,var8_12,var8_13,var8_14,var8_14a,var8_15,var8_16,var8_16a,var8_17,var8_18,var8_19,var8_20,var8_20a,var8_21,var8_22,var8_23,var8_23a,var8_24,var8_25,var8_26,var8_26a,var8_27,var8_27a,var8_28,var8_29,var8_29a,var8_30,var8_31,var8_32
3703030212,1,,1,是,有些困难,3,"3,5,6",,非常好,"4,8,2",,仅部分及时,10,,一般,有时可以,是,2,,1,1,,有时,否,否,,,,.,,,.,.,,,,,,5,,否,否,没有产品卖或不适合回答
3703010101,1,,3,是,不存在困难,3,"6,3,1",,非常好,"1,2",,都很及时,"3,5,6",,基本满足,完全可以,否,,,1,"2,3",,有时,否,否,,,,.,,,.,.,,,,,,5,,否,否,没有产品卖或不适合回答
3703010102,1,,1,是,不存在困难,1,"6,2,3",,非常好,1,,都很及时,"5,7",,基本满足,有时可以,否,,,2,1,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,是
3703010103,1,,4,是,有些困难,0.5,"6,3,1",,非常好,"3,7,8",,仅部分及时,"6,5",,基本满足,有时可以,否,,,1,1,,有时,否,否,,,,.,,,.,.,,,,,,6,无,否,否,否
3703010104,"1,3",,3,是,不存在困难,3,"1,2,6",,非常好,"1,3,4",,都不够及时,10,,基本满足,完全可以,否,,,1,1,,很少,否,否,,,,.,,,.,.,,,,,,5,,否,否,否
3703010105,0,,0,否,,,6,,,10,,,10,,,比较困难,否,,,9999,1,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,否
3703010106,0,,0,否,,,6,,9999.0,10,,,10,,9999.0,比较困难,否,,,1,1,,从未,是,否,,,,.,,,.,.,,,,,,5,,否,否,否
3703010107,2,,1,是,有些困难,6,"3,1,6",,非常好,"2,1",,都很及时,10,,基本满足,有时可以,否,,,2,1,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,否
3703010108,1,,3,是,不存在困难,1,"2,3,1",,非常好,"5,6",,都很及时,10,,完全满足,完全可以,是,3,,2,1,,从未,否,是,1,,"2,3",2018,8,,1,0,5,无成本,7,,否,5,,否,否,是
3703010109,0,,0,否,,,"6,1",,9999.0,10,,,10,,基本满足,比较困难,否,,,9999,3,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,否
3703010110,0,,0,否,,,6,,,9999,,都不够及时,10,,一般,比较困难,否,,,1,1,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,否
3703010111,"1,3",,3,是,不存在困难,3,"2,3,6",,非常好,2,,都很及时,"4,2",,完全满足,完全可以,是,2,,1,1,,很少,否,否,,,,.,,,.,.,,,,,,6,无,否,否,是
3703010112,"1,3",,3,是,不存在困难,2,"6,1,2",,非常好,"1,2,4",,都很及时,10,,完全满足,完全可以,是,2,,1,1,,经常,否,否,,,,.,,,.,.,,,,,,6,无,否,否,是
3703010201,0,,0,否,,,6,,,10,,,10,,,比较困难,否,,,4,1,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,否
3703010202,1,,1,是,不存在困难,1,"6,2,1",,非常好,1,,仅部分及时,"5,6",,基本满足,有时可以,否,,,1,"1,2",,经常,否,否,,,,.,,,.,.,,,,,,5,,否,否,没有产品卖或不适合回答
3703010203,0,,2,否,,,6,,9999.0,10,,都不够及时,10,,完全不满足,比较困难,否,,,4,1,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,没有产品卖或不适合回答
3703010204,1,,4,是,不存在困难,1,"1,3,4",,非常好,"1,3,4",,都很及时,"8,7,6",,完全满足,完全可以,是,3,,1,1,,经常,否,否,,,,.,,,.,.,,,,,,5,,否,否,没有产品卖或不适合回答
3703010205,1,,3,是,不存在困难,3,"6,1,5",,非常好,"1,6",,仅部分及时,10,,基本满足,完全可以,否,,,1,1,,经常,是,否,,,,.,,,.,.,,,,,,5,,否,否,是
3703010206,"1,3",,1,是,有些困难,2,"1,3,6",,非常好,"1,2",,仅部分及时,3,,基本满足,有时可以,否,,,1,"1,3",,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,否
3703010207,"1,3",,4,是,不存在困难,3,"2,6",,非常好,10,,都很及时,10,,基本满足,完全可以,否,,,5,1,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,否
3703010208,1,,3,是,较困难，只用来打电话,1,6,,较差，经常断网,10,,都不够及时,11,,完全不满足,比较困难,否,,,5,3,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,否
3703010209,0,,0,否,,,6,,,10,,,10,,,比较困难,否,,,1,1,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,否
3703010210,0,,0,否,,,6,,,10,,,10,,,比较困难,否,,,1,1,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,否
3703010211,1,,3,是,不存在困难,3,"1,2,3",,非常好,"1,2",,都很及时,10,,完全满足,完全可以,否,,,5,1,,从未,否,否,,,,.,,,.,.,,,,,,6,无,否,否,否
3703010212,1,,1,是,有些困难,2,"6,1,2",,可以，偶尔断网,1,,都很及时,4,,基本满足,有时可以,否,,,9999,3,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,否
3701030201,"1,3",,6,是,有些困难,6,"6,1,3",,非常好,"2,1",,仅部分及时,10,,基本满足,有时可以,否,,,4,1,,从未,否,否,,,,.,,,.,.,,,,,,6,无,否,否,是
3701030202,1,,2,是,不存在困难,4,"1,2",,非常好,"1,5",,都很及时,2,,完全满足,完全可以,是,1,,1,2,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,否
3701030203,1,,2,是,不存在困难,5,"3,2,1",,可以，偶尔断网,"1,2,7",,都很及时,"3,5,6",,不太满足,完全可以,否,,,2,1,,有时,否,否,,,,.,,,.,.,,,,,,6,无,否,否,没有产品卖或不适合回答
3701030204,1,,3,是,不存在困难,2,"1,2,3",,非常好,"1,6",,仅部分及时,"2,7,8",,基本满足,有时可以,是,2,,4,1,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,没有产品卖或不适合回答
3701030205,"1,3",,1,是,有些困难,1.5,"2,3,6",,非常好,"2,4,8",,都很及时,"3,5,6",,完全满足,有时可以,否,,,1,1,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,否
3701030206,"1,3",,2,是,不存在困难,1,6,,非常好,10,,,10,,完全满足,完全可以,否,,,1,2,,有时,否,否,,,,.,,,.,.,,,,,,5,,否,否,否
3701030207,1,,2,否,,,6,,较差，经常断网,10,,9999.0,10,,完全不满足,比较困难,否,,,2,1,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,否
3701030208,"3,1",,2,否,,,6,,非常好,10,,,10,,,比较困难,否,,,5,1,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,否
3701030209,1,,2,否,,,6,,,"1,6",,仅部分及时,2,,不太满足,比较困难,否,,,2,1,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,否
3701030210,1,,4,是,不存在困难,2,"1,3,2",,非常好,"1,3",,都很及时,10,,完全满足,完全可以,否,,,1,1,,经常,否,否,,,,.,,,.,.,,,,,,5,,否,否,否
3701030211,0,,0,否,,,6,,,10,,,10,,,有时可以,否,,,9999,1,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,否
3701030212,1,,4,是,较困难，只用来打电话,1,6,,非常好,1,,都不够及时,1,,不太满足,比较困难,否,,,1,3,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,没有产品卖或不适合回答
3701030101,1,,1,是,不存在困难,4,"2,3,6",,可以，偶尔断网,"1,2,8",,仅部分及时,"5,6",,基本满足,完全可以,否,,,2,2,,经常,否,否,,,,.,,,.,.,,,,,,5,,否,否,没有产品卖或不适合回答
3701030102,0,,0,否,,,6,,9999.0,10,,都不够及时,10,,完全不满足,比较困难,否,,,2,3,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,否
3701030103,0,,0,否,,,6,,9999.0,10,,都不够及时,10,,完全不满足,比较困难,否,,,1,3,,从未,否,否,,,,.,,,.,.,,,,,,9999,,否,否,没有产品卖或不适合回答
3701030104,"1,3",,2,否,,,6,,可以，偶尔断网,6,,都不够及时,10,,完全不满足,比较困难,否,,,1,1,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,否
3701030105,0,,0,否,,,6,,较差，经常断网,10,,,10,,完全满足,比较困难,否,,,9999,1,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,否
3701030106,1,,2,是,不存在困难,1,"1,2,6",,可以，偶尔断网,1,,都很及时,10,,基本满足,完全可以,否,,,1,5,上门,很少,否,否,,,,.,,,.,.,,,,,,5,,否,否,否
3701030107,1,,2,是,不存在困难,6,"3,2,6",,非常好,"2,1,3",,都很及时,10,,完全满足,完全可以,否,,,1,2,,经常,是,否,,,,.,,,.,.,,,,,,5,,否,否,没有产品卖或不适合回答
3701030108,"1,2,3",,4,是,不存在困难,1,"6,1,2",,非常好,"1,2,3",,都很及时,10,,完全满足,完全可以,是,3,,1,1,,经常,否,否,,,,.,,,.,.,,,,,,,,否,否,没有产品卖或不适合回答
3701030109,1,,3,是,不存在困难,1,"3,1,2",,可以，偶尔断网,"1,3",,都很及时,10,,完全满足,完全可以,否,,,1,2,,有时,否,否,,,,.,,,.,.,,,,,,5,,否,否,否
3701030110,0,,0,否,,,6,,,10,,,10,,,比较困难,否,,,9999,3,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,否
3701030111,1,,5,是,不存在困难,2,"6,2,3",,非常好,"3,6",,9999.0,10,,完全满足,完全可以,是,2,,1,2,,经常,否,否,,,,.,,,.,.,,,,,,5,,否,否,没有产品卖或不适合回答
3701030112,1,,5,是,不存在困难,1,"6,3,2",,非常好,3,,都很及时,10,,基本满足,完全可以,是,2,,1,2,,很少,否,否,,,,.,,,.,.,,,,,,5,,否,否,没有产品卖或不适合回答
3701020201,1,,2,否,,,6,,可以，偶尔断网,10,,,10,,,,,,,9999,1,,从未,否,,,,,.,,,.,.,,,,,,9999,,否,否,没有产品卖或不适合回答
3701020202,1,,2,否,,,6,,非常好,10,,,10,,完全满足,比较困难,否,,,9999,1,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,否
3701020203,0,,0,否,,,,,,,,,,,,,,,,1,3,,从未,否,否,,,,.,,,.,.,,,,,,,,,否,否
3701020204,0,,0,否,,,6,,非常好,10,,,10,,,比较困难,否,,,2,3,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,没有产品卖或不适合回答
3701020205,"1,2,3",,3,是,不存在困难,1,"1,6,2",,非常好,"1,3,5",,都很及时,10,,完全满足,完全可以,否,,,1,2,,经常,否,否,,,,.,,,.,.,,,,,,5,,否,否,否
3701020206,1,,3,否,,,6,,非常好,10,,,10,,完全不满足,比较困难,否,,,2,1,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,否
3701020207,1,,1,是,不存在困难,1,"6,2,3",,非常好,10,,,10,,完全满足,,否,,,1,1,,经常,否,否,,,,.,,,.,.,,,,,,5,,否,否,否
3701020208,0,,0,否,,,6,,非常好,10,,都不够及时,10,,完全不满足,比较困难,否,,,2,1,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,否
3701020209,1,,3,是,较困难，只用来打电话,0.5,6,,非常好,1,,都很及时,"5,6",,基本满足,有时可以,否,,,1,1,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,否
3701020210,0,,0,否,,,6,,9999.0,10,,都不够及时,10,,完全不满足,比较困难,否,,,1,3,,从未,否,否,,,,.,,,.,.,,,,,,9999,,否,否,没有产品卖或不适合回答
3701020211,0,,0,否,,,6,,9999.0,10,,都不够及时,10,,9999.0,比较困难,否,,,1,1,,从未,否,否,,,,.,,,.,.,,,,,,6,无,否,否,没有产品卖或不适合回答
3701020212,1,,4,是,有些困难,2,"4,2,6",,非常好,"6,5",,仅部分及时,10,,一般,完全可以,是,2,,1,2,,有时,否,是,1,,2,2019,8,,0,2,5,人工成本,1,,是,6,无,否,否,是
3701010201,1,,1,否,,,,,较差，经常断网,,,,,,完全不满足,比较困难,否,,,1,1,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,没有产品卖或不适合回答
3701010202,1,,3,是,不存在困难,2,"6,2,3",,非常好,10,,,10,,基本满足,有时可以,否,,,2,1,,从未,否,否,,,,.,,,.,.,,,,,,9999,,9999.0,否,没有产品卖或不适合回答
3701010203,0,,0,否,,,,,,,,,,,,,,,,1,1,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,否
3701010204,1,,2,是,有些困难,1,"2,3,6",,非常好,2,,都很及时,3,,基本满足,比较困难,否,,,4,3,,从未,否,,,,,.,,,.,.,,,,,,,,否,否,没有产品卖或不适合回答
3701010205,0,,0,否,,,,,,,,,,,,,,,,1,1,,从未,否,否,,,,.,,,.,.,,,,,,,,,否,否
3701010206,1,,2,是,不存在困难,2,"5,6,2",,较差，经常断网,"1,2,3",,都很及时,10,,不太满足,有时可以,否,,,2,1,,从未,是,否,,,,.,,,.,.,,,,,,9999,,9999.0,否,没有产品卖或不适合回答
3701010207,0,,0,否,,,6,,,10,,,10,,,,否,,,1,1,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,否
3701010208,1,,3,是,有些困难,3,"2,3,6",,非常好,"3,4,6",,都很及时,10,,基本满足,完全可以,否,,,1,1,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,没有产品卖或不适合回答
3701010209,1,,2,是,较困难，只用来打电话,1,6,,较差，经常断网,6,,都不够及时,10,,基本满足,比较困难,否,,,5,1,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,没有产品卖或不适合回答
3701010210,1,,2,否,,,6,,可以，偶尔断网,10,,都不够及时,10,,完全不满足,比较困难,否,,,2,"1,3",,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,没有产品卖或不适合回答
3701010211,1,,2,否,,,6,,9999.0,10,,9999.0,9999,,9999.0,9999.0,否,,,9999,"1,3",,从未,否,否,,,,.,,,.,.,,,,,,6,无,否,否,没有产品卖或不适合回答
3701010212,"1,3",,4,是,不存在困难,12,"2,3,1",,非常好,"4,6,8",,都很及时,10,,完全满足,完全可以,是,2,,1,2,,有时,是,否,,,,.,,,.,.,,,,,,,,否,否,没有产品卖或不适合回答
3701010101,1,,3,是,不存在困难,4.5,"3,2,6",,可以，偶尔断网,"3,6,8",,仅部分及时,9,政策,基本满足,完全可以,是,3,,1,2,,经常,是,否,,,,.,,,.,.,,,,,,6,无,否,否,没有产品卖或不适合回答
3701010102,1,,1,是,不存在困难,1,"2,6",,非常好,1,,仅部分及时,9999,,完全满足,比较困难,否,,,5,2,,从未,否,否,,,,.,,,.,.,,,,,,9999,,否,否,没有产品卖或不适合回答
3701010103,1,,2,是,较困难，只用来打电话,0.5,6,,非常好,"1,3",,都很及时,"5,6",,完全满足,有时可以,否,,,1,1,,经常,否,否,,,,.,,,.,.,,,,,,9999,,否,否,没有产品卖或不适合回答
3701010104,1,,2,否,,,6,,可以，偶尔断网,10,,都不够及时,10,,不太满足,比较困难,否,,,1,1,,从未,否,否,,,,.,,,.,.,,,,,,9999,,否,否,没有产品卖或不适合回答
3701010105,1,,4,是,不存在困难,2,"3,6,2",,较差，经常断网,"1,2",,都很及时,"4,8",,完全满足,比较困难,否,,,1,2,,很少,否,否,,,,.,,,.,.,,,,,,9999,,否,否,否
3701010106,0,,0,否,,,6,,较差，经常断网,10,,都不够及时,10,,完全不满足,比较困难,否,,,9999,1,,从未,否,否,,,,.,,,.,.,,,,,,9999,,9999.0,否,没有产品卖或不适合回答
3701010107,1,,1,否,,,,,,,,,,,,,,,,1,1,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,没有产品卖或不适合回答
3701010108,1,,2,是,不存在困难,1,"3,2,6",,可以，偶尔断网,2,,都很及时,10,,基本满足,有时可以,否,,,1,2,,很少,否,否,,,,.,,,.,.,,,,,,9999,,否,否,没有产品卖或不适合回答
3701010109,1,,3,是,不存在困难,4,"1,3,2",,非常好,1,,都很及时,10,,完全满足,完全可以,否,,,4,5,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,否
3701010110,0,,2,否,,,7,不用,较差，经常断网,10,,仅部分及时,10,,9999.0,比较困难,否,,,4,1,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,没有产品卖或不适合回答
3701010111,1,,2,是,较困难，只用来打电话,0.5,6,,非常好,1,,仅部分及时,1,,完全不满足,比较困难,否,,,1,3,,从未,否,否,,,,.,,,.,.,,,,,,9999,,9999.0,否,没有产品卖或不适合回答
3701010112,1,,4,是,较困难，只用来打电话,0.5,6,,非常好,10,,都不够及时,10,,完全不满足,比较困难,否,,,1,1,,从未,否,否,,,,.,,,.,.,,,,,,6,无,否,否,是
3704020101,1,,1,是,不存在困难,6,"2,3,6",,非常好,"8,3,1",,都很及时,10,,完全满足,完全可以,是,2,,1,1,,有时,否,否,,,,.,,,.,.,,,,,,6,无,否,否,否
3704020102,1,,2,是,有些困难,1,6,,可以，偶尔断网,10,,都不够及时,10,,一般,有时可以,否,,,1,4,,有时,否,否,,,,.,,,.,.,,,,,,5,,否,否,没有产品卖或不适合回答
3704020103,1,,3,是,不存在困难,7,"2,3,6",,非常好,"1,2",,都很及时,"5,6",,完全满足,完全可以,是,2,,1,2,,经常,否,否,,,,.,,,.,.,,,,,,6,无,否,否,是
3704020104,1,,4,是,有些困难,1.5,"3,6,2",,非常好,"1,3,4",,都很及时,"5,7,8",,基本满足,有时可以,否,,,1,2,,有时,否,否,,,,.,,,.,.,,,,,,6,无,否,否,没有产品卖或不适合回答
3704020105,1,,3,是,不存在困难,16,"2,6,1",,非常好,"1,3",,都很及时,"6,7,8",,基本满足,完全可以,否,,,1,"3,2",,经常,否,否,,,,.,,,.,.,,,,,,6,无,否,否,没有产品卖或不适合回答
3704020106,3,,4,是,有些困难,2,"1,2,3",,可以，偶尔断网,"1,2,3",,都很及时,"7,8",,基本满足,完全可以,否,,,1,1,,从未,否,否,,,,.,,,.,.,,,,,,6,无,否,否,否
3704020107,1,,1,是,有些困难,2,"3,2,6",,较差，经常断网,2,,仅部分及时,2,,一般,比较困难,否,,,2,1,,很少,否,否,,,,.,,,.,.,,,,,,5,,否,否,否
3704020108,0,,0,否,,,6,,9999.0,10,,都不够及时,10,,9999.0,比较困难,否,,,2,1,,从未,否,否,,,,.,,,.,.,,,,,,6,无,否,否,否
