varID,var3b_1,var3b_2,var3b_3,var3b_4,var3b_5,var3b_6,var3b_7,var3b_8,var3b_8a,var3b_9,var3b_10,var3b_11,var3b_12,var3b_12a,var3b_13,var3b_14,var3b_15,var3b_16,var3b_17,var3b_17a,var3b_18,var3b_18a,var3b_19,var3b_19a,var3b_20,var3b_21,var3b_22,var3b_22a,var3b_23
3701010204,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3701010205,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3701010206,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3701010207,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3701010208,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3701010209,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3701010210,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3701010211,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3701010212,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3701010101,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3701010102,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3701010103,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3701010104,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3701010105,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3701010106,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3701010107,c,19,2017,1,否,是,1,4,,是,否,.,1,,现金,800,,.,一年一付,,收获后,,,,是,较好,1,,260
3701010108,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3701010109,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3701010110,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3701010111,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3701010112,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704020101,c,5,2018,3,否,是,1,1,,是,是,2,1,,现金,800,,.,一年一付,,收获后,,,,是,较好,3,姜,10000
3704020102,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704020103,c,2.5,2017,.5,否,是,1,1,,是,否,.,1,,现金,2000,,.,一年一付,,收获后,,,,是,较好,3,,9999
3704020104,c,3,2017,50,否,是,1,4,,否,否,.,1,,现金,2000,,.,一年一付,,收获后,,,,是,一般,2,,10000
3704020104,d,2,2017,50,否,是,1,4,,否,否,.,1,,现金,2000,,.,一年一付,,收获后,,,,是,一般,2,,10000
3704020105,c,2.35,2014,.3,是,是,1,1,,否,否,.,1,,现金,1000,,.,一年一付,,收获后,,,,是,较好,2,,9999
3704020106,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704020107,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704020108,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704020109,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704020110,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704020111,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704020112,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704020113,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704020201,c,5,2019,2,否,是,1,1,,是,是,3,1,,现金,2300,,.,一次付清,,,,,,是,较好,3,,20000
3704020202,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704020203,c,4,2017,2,否,是,1,1,,是,是,1,1,,现金,2000,,.,一年一付,,收获前,,,,是,较好,2,,30000
3704020203,d,6,2018,3,否,是,1,1,,是,是,1,1,,现金,800,,.,一年一付,,收获前,,,,否,,2,,30000
3704020204,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704020205,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704020206,c,4.5,2010,15,否,是,1,1,,否,否,.,1,,现金,2200,,.,一年一付,,收获前,,,,是,较好,2,,5.5
3704020206,d,3,2016,.3,否,是,1,1,,否,否,.,1,,现金,2200,,.,一年一付,,收获前,,,,是,较好,2,,5.5
3704020207,c,7,2015,1,否,是,1,1,,是,否,.,1,,现金,1200,,.,一年一付,,收获前,,,,是,一般,1,,10000
3704020208,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704020209,c,2,2010,2,否,是,1,1,,否,否,.,1,,现金,1000,,.,一年一付,,收获后,,,,是,较好,2,,10000
3704020210,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704020211,c,7,2017,2,否,是,1,3,,是,否,.,1,,现金,1100,,.,其他,两年一付,,,,,是,较好,3,姜,10000
3704020212,c,1,2015,2,是,是,1,4,,是,否,.,1,,现金,1000,,.,一年一付,,收获后,,,,是,较好,2,,30000
3704010201,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704010202,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704010203,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704010204,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704010205,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704010206,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704010207,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704010208,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704010209,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704010210,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704010211,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704010212,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704010101,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704010102,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704010103,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704010104,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704010105,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704010106,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704010107,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704010108,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704010109,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704010110,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704010111,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704010112,c,62.54,2016,.5,是,是,1,1,,是,是,5,1,,现金,425,,.,一年一付,,收获后,,,,是,较好,1,,2500
3704030201,c,3,2014,1,否,否,1,4,,是,否,.,1,,现金,30,,.,一年一付,,收获后,,,,是,较好,1,,8888
3704030202,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704030203,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704030204,c,2.8,2000,.5,否,是,1,4,,是,是,1,1,,现金,200,,.,一年一付,,收获前,,,,是,一般,1,,1000
3704030205,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704030206,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704030207,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704030208,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704030209,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704030210,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704030211,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704030212,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704030101,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704030102,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704030103,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704030104,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704030105,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704030106,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704030107,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704030108,c,21,2015,.05,是,否,1,1,,否,否,.,2,,,,,.,,,,,4,无,是,较好,1,,0
3704030109,c,1,2019,.5,否,否,1,8,开荒,是,否,.,1,,现金,36,,.,一年一付,,收获后,,,,否,以前不认识,2,,0
3704030110,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704030111,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3704030112,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3702030201,c,2,2017,2,否,是,1,1,,否,否,.,1,,现金,700,,.,一年一付,,收获后,,,,是,较好,1,,1000
3702030202,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3702030203,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3702030204,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3702030205,c,140,2017,3,否,是,1,1,,是,是,10,1,,现金,1000,,.,一年一付,,收获后,,,,是,较好,2,,1000
3702030205,d,130,2017,3,否,是,1,1,,是,是,10,1,,现金,1000,,.,一年一付,,收获后,,,,是,较好,2,,1000
3702030206,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3702030207,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3702030208,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3702030209,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3702030210,c,2,2017,.2,是,是,1,1,,是,否,.,1,,现金,700,,.,一年一付,,收获后,,,,是,较好,1,,800
3702030211,c,6,2019,2,否,是,1,1,,否,否,.,1,,现金,700,,.,一年一付,,收获后,,,,是,较好,1,,356
3702030212,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3705030201,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3705030202,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3705030203,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3705030204,c,2,9999,1,是,是,2,1,,是,是,30,2,,实物,,粮食,10,,,,,3,,是,较好,3,苹果,3000
3705030205,c,5,2019,.6,是,是,1,1,,否,否,.,1,,现金,300,,.,一年一付,,收获后,,,,是,较好,3,,0
3705030206,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3705030207,c,6,1990,1,否,是,1,4,,是,否,.,1,,现金,650,,.,一年一付,,收获后,,,,是,较好,3,果树,10000
3705030208,c,3,1989,2,否,是,3,4,,是,否,.,1,,现金,120,,.,一年一付,,收获后,,,,是,较好,3,,6666.7
3705030209,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3705030210,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3705030211,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3705030212,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3702030101,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3702030102,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3702030103,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3702030104,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3702030105,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3702030106,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3702030107,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3702030108,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3702030109,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3702030110,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3702030111,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3702030112,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3702030113,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3705030101,c,5.5,1985,3,否,是,2,4,,是,是,30,1,,现金,100,,.,一年一付,,收获后,,,,是,较好,1,,3000
3705030102,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3705030103,c,2,9999,6,否,否,2,4,,是,是,30,1,,现金,50,,.,一年一付,,收获后,,,,是,较好,2,,800
3705030103,d,2,9999,6,否,否,2,4,,是,是,30,1,,现金,50,,.,一年一付,,收获后,,,,是,较好,1,,500
3705030104,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3705030105,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3705030106,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3705030107,c,1,2010,2,是,是,1,1,,否,否,.,2,,,,,.,,,,,4,无,是,较好,2,,800
3705030108,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3705030109,c,5,2010,1,否,是,1,4,,是,是,26,1,,现金,50,,.,一次付清,,,,,,是,较好,3,,4000
3705030109,d,4,2010,2,否,否,2,4,,否,否,.,1,,现金,100,,.,一年一付,,收获后,,,,是,较好,1,,1200
3705030110,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3705030111,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3705030112,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3702010101,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3702010102,c,8,2017,1,否,是,1,1,,否,否,.,1,,现金,300,,.,一年一付,,收获后,,,,是,较好,1,,500
3702010102,d,2,2017,.5,否,是,1,1,,否,否,.,1,,现金,300,,.,一年一付,,收获后,,,,是,较好,1,,500
3702010103,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3702010104,c,6,2016,2,否,是,1,1,,否,否,.,1,,现金,500,,.,一年一付,,收获后,,3,,是,较好,1,,1700
3702010104,d,3,2016,2,否,是,1,1,,否,否,.,1,,现金,500,,.,一年一付,,收获后,,3,,是,较好,1,,1700
3702010105,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3702010106,c,1.7,2011,.5,否,是,1,1,,否,否,.,2,,实物,,麦子,300,一年一付,,收获后,,1,,是,较好,1,,900
3702010107,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3702010108,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3702010109,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3702010110,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3702010111,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3702010112,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3702010113,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3705020201,c,2,2015,.5,是,是,1,1,,否,否,.,2,,,,,.,,,,,3,,是,较好,2,,9999
3705020202,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3705020203,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3705020204,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3705020205,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3705020206,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3705020207,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3705020208,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3705020209,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3705020210,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3705020211,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3705020212,c,.,.,.,,,,,,,,.,,,,,,.,,,,,,,,,,,
3702010201,c,1.8,2015,.5,是,是,1,1,,是,是,10,1,,现金,800,,.,一年一付,,收获前,,,,是,较好,2,,15000
3702010201,d,1.7,2016,.5,是,是,1,1,,是,是,10,1,,现金,800,,.,一年一付,,收获前,,,,是,较好,2,,15000
3702010202,c,7.3,2006,3,否,是,1,1,,是,是,10,1,,现金,550,,.,一年一付,,收获后,,,,是,一般,1,,6000
3702010203,c,10.8,2017,1,否,是,1,1,,是,是,10,1,,现金,900,,.,一年一付,,收获后,,3,,是,一般,3,,10000
3702010203,d,4.5,2012,2,否,是,1,1,,是,是,10,1,,现金,900,,.,一年一付,,收获后,,3,,是,一般,3,,0
3702010204,c,6,2014,1,否,是,1,1,,是,是,10,1,,现金,800,,.,一年一付,,收获后,,,,是,较好,3,c25,42600
