varID,var10_1,var10_1a,var10_2,var10_3,var10_4,var10_5,var10_6,var10_7,var10_8,var10_9,var10_10,var10_10a,var10_11,var10_12,var10_13,var10_14,var10_15,var10_16,var10_17,var10_18,var10_19,var10_20,var10_20a,var10_21,var10_21a,var10_22,var10_23,var10_23a,var10_24,var10_25,var10_26,var10_26a,var10_27,var10_27a,var10_28,var10_28a,var10_29,var10_30,var10_30a,var10_31,var10_31a,var10_32,var10_32a,var10_33
3703010110,1,,是,是,是,是,2019,0,非常满意,否,,,,否,.,,否,是,非常满意,是,是,,,1,,0,2,,非常满意,是,2,,,,3,,是,7,扔垃圾筒,"1,3",,1,,非常满意
3703010111,2,,是,是,是,是,9999,3,满意,否,,,,否,.,,是,是,满意,是,是,,,1,,0,1,,满意,否,,,,,,,否,,,,,,,非常满意
3703010112,2,,是,是,是,是,2008,0,满意,否,,,,否,.,,是,是,满意,是,是,,,1,,0,1,,非常满意,是,2,,,,"7,1,4",,是,1,,3,,2,,满意
3703010201,1,,是,是,是,是,9999,0,满意,是,3,,否,否,.,,是,是,非常满意,是,是,,,1,,0,1,,满意,是,2,,,,"7,1",,是,4,,"1,2,3",,4,,满意
3703010202,1,,是,是,是,是,2004,0,满意,否,,,,否,.,,是,是,满意,是,是,,,2,,0,1,,非常满意,是,2,,,,"3,4",,是,7,垃圾桶,3,,"1,4",,满意
3703010203,1,,是,是,是,是,2010,0,非常满意,否,,,,否,.,,否,是,非常满意,是,是,,,1,,0,1,,非常满意,是,2,,,,3,,是,4,,3,,3,,非常满意
3703010204,1,,是,是,是,是,2010,0,非常满意,否,,,,否,.,,否,是,非常满意,是,是,,,2,,0,2,,非常满意,是,2,,,,3,,是,2,,"1,3",,2,,非常满意
3703010205,1,,是,是,是,是,2004,2,满意,否,,,,否,.,,否,是,非常满意,是,是,,,1,,0,1,,非常满意,是,2,,,,3,,是,6,,"1,2",,1,,非常满意
3703010206,1,,是,是,是,是,9999,0,满意,否,,,,否,.,,是,是,满意,是,是,,,2,,0,1,,满意,是,2,,,,"1,4",,是,4,,"1,3",,5,习惯,满意
3703010207,1,,是,是,是,是,2010,0,非常满意,否,,,,否,.,,是,是,非常满意,是,是,,,5,单独大桶,0,1,,非常满意,是,2,,,,"1,3",,是,4,,"1,2,3",,"1,4",,非常满意
3703010208,1,,是,否,是,是,2010,0,非常满意,否,,,,否,.,,是,是,非常满意,是,是,,,5,大桶,0,2,,非常满意,是,2,,,,"3,4",,是,4,,"1,2,3",,2,,满意
3703010209,1,,是,是,是,是,2010,0,非常满意,否,,,,否,.,,否,是,非常满意,是,是,,,1,,0,2,,非常满意,是,3,,,,3,,是,4,,"1,3",,1,,非常满意
3703010210,1,,是,是,是,是,2014,0,非常满意,否,,,,否,.,,否,是,非常满意,是,是,,,1,,0,1,,非常不满意,是,2,,,,5,,是,6,,"1,2,3",,5,无人收,非常满意
3703010211,1,,是,否,是,是,2004,0,非常满意,否,,,,否,.,,否,是,满意,是,是,,,1,,0,2,,非常满意,是,2,,,,3,,是,6,,3,,"2,5",没人收,非常满意
3703010212,1,,是,是,是,是,9999,2,满意,否,,,,否,.,,否,是,满意,是,是,,,9999,,0,1,,一般,是,2,,,,3,,是,4,,3,,1,,满意
3701030201,1,,是,是,是,是,9999,2,满意,是,3,,是,否,.,,是,是,满意,是,是,,,1,,0,1,,不太满意,是,6,,,,"1,4,6",,是,4,,2,,4,,满意
3701030202,1,,是,是,是,是,2015,0,满意,否,,,,否,.,,是,是,满意,是,是,,,1,,0,2,,一般,是,2,,,,3,,是,4,,"1,2,3",,2,,满意
3701030203,1,,是,是,是,是,2017,0,满意,否,,,,否,.,,否,否,一般,是,是,,,1,,0,1,,一般,是,2,,,,"3,4",,是,"1,6",,"2,3",,"1,4",,一般
3701030204,1,,是,是,是,是,2017,0,非常满意,否,,,,否,.,,否,是,非常满意,是,是,,,1,,0,2,,非常满意,是,2,,,,"1,3",,是,6,,3,,1,,非常满意
3701030205,1,,是,是,是,是,2014,0,满意,否,,,,否,.,,是,是,非常满意,是,是,,,2,,0,1,,非常满意,否,,,,,,,否,,,,,,,非常满意
3701030206,1,,是,是,是,是,2010,0,非常满意,否,,,,否,.,,否,是,非常满意,是,是,,,5,单独大桶,0,1,,非常满意,是,2,,,,"1,3",,是,4,,3,,2,,非常满意
3701030207,1,,是,是,是,是,2016,3,满意,否,,,,否,.,,否,是,非常满意,是,是,,,5,单独大桶,0,1,,满意,是,2,,,,"1,3",,是,6,,4,无,1,,满意
3701030208,1,,是,是,是,是,2014,0,非常满意,否,,,,否,.,,否,是,非常满意,是,是,,,1,,0,2,,非常满意,是,2,,,,"1,3",,是,"1,4",,"1,2,3",,2,,满意
3701030209,1,,是,是,是,是,2015,0,一般,否,,,,否,.,,否,是,满意,是,是,,,5,单独大桶,0,2,,满意,是,2,,,,"3,4",,是,6,,"1,2,3",,1,,满意
3701030210,1,,是,是,是,是,2016,2,非常不满意,否,,,,否,.,,否,是,非常满意,是,是,,,1,,0,3,,非常满意,是,2,,,,"1,3",,是,7,扔垃圾筒,"1,3,2",,3,,非常满意
3701030211,1,,是,是,是,是,2018,0,满意,否,,,,否,.,,否,是,满意,是,是,,,5,底下有大黑桶,0,2,,非常满意,是,2,,,,1,,是,1,,"1,3",,5,养成习惯,满意
3701030212,1,,是,是,是,是,2010,0,满意,否,,,,否,.,,是,是,非常满意,是,是,,,9999,,0,1,,非常满意,是,2,,,,3,,是,2,,"1,2",,1,,满意
3701030101,1,,是,是,是,是,2012,0,满意,否,,,,否,.,,否,否,一般,是,是,,,1,,0,1,,满意,是,2,,,,"3,4",,是,7,垃圾桶,"1,2,3",,1,,满意
3701030102,1,,是,是,是,是,9999,0,满意,否,,,,否,.,,否,是,非常满意,是,是,,,2,,0,1,,非常满意,是,2,,,,3,,是,,,2,,1,,满意
3701030103,1,,是,是,是,是,2010,3,非常满意,否,,,,否,.,,否,是,满意,是,是,,,1,,0,1,,非常不满意,是,2,,,,"1,5",,是,6,,"1,3",,1,,非常满意
3701030104,1,,是,是,是,是,9999,10,满意,是,3,,否,否,.,,是,是,非常满意,是,是,,,2,,0,1,,不太满意,是,2,,,,"3,5,7",,是,6,,"1,3",,"2,4",,满意
3701030105,1,,是,是,是,是,2016,0,非常满意,否,,,,否,.,,否,是,非常不满意,是,是,,,5,单独大桶,0,4,,非常满意,是,2,,,,"1,3",,是,4,,4,无,2,,满意
3701030106,1,,是,是,是,是,2014,0,非常满意,否,,,,否,.,,否,是,非常满意,是,是,,,1,,0,1,,不太满意,是,2,,,,3,,否,,,,,,,非常满意
3701030107,1,,是,是,是,是,2006,2,满意,否,,,,否,.,,否,是,一般,是,是,,,3,,0,3,,非常满意,否,,,,,,,否,,,,,,,满意
3701030108,6,净化水,是,是,是,是,2006,0,非常满意,否,,,,否,.,,是,是,非常满意,是,是,,,5,单独大桶,0,2,,非常不满意,否,,,,,,,否,,,,,,,非常满意
3701030109,1,,是,是,是,是,2017,3,非常满意,否,,,,否,.,,否,是,非常满意,是,是,,,1,,0,2,,一般,是,2,,,,3,,是,7,集中处理,3,,1,,满意
3701030110,1,,是,是,是,是,2015,0,非常满意,否,,,,否,.,,否,是,非常满意,是,是,,,3,,0,2,,不太满意,是,2,,,,"1,3",,是,4,,3,,2,,非常满意
3701030111,1,,是,是,是,是,2005,0,满意,否,,,,否,.,,否,是,满意,是,是,,,9999,,0,1,,一般,是,2,,,,3,,是,5,,"1,2,3",,2,,满意
3701030112,1,,是,是,是,是,9999,0,满意,是,3,,是,否,.,,是,是,满意,是,是,,,9999,,0,1,,不太满意,是,2,,,,"3,7",,是,4,,"3,2",,4,,满意
3701020201,1,,是,是,是,是,9999,5,满意,否,,,否,否,.,,否,是,满意,是,是,,,9999,,0,1,,满意,是,2,,1,,9999,,是,1,,3,,9999,,满意
3701020202,1,,是,是,是,是,2011,10,满意,否,,,,否,.,,否,是,满意,是,是,,,5,单独大桶有人定期清理,0,1,,满意,是,2,,,,1,,是,1,,4,没有,5,无人回收,满意
3701020203,1,,是,是,是,是,2005,2,非常满意,否,,,,否,.,,是,是,非常满意,是,是,,,3,,100,2,,非常满意,否,,,,,,,否,,,,,,,满意
3701020204,1,,是,是,是,是,2018,0,一般,否,,,,否,.,,否,是,满意,是,是,,,1,,0,2,,非常满意,否,,,,,,,否,,,,,,,非常满意
3701020205,1,,是,是,是,是,2005,0,非常满意,否,,,,否,.,,是,是,非常满意,是,是,,,1,,3000,2,,非常满意,是,2,,,,3,,是,4,,"1,2,3",,1,,非常满意
3701020206,1,,是,是,是,是,2007,2,满意,否,,,,否,.,,否,是,满意,是,是,,,5,单独大桶,0,2,,非常满意,否,,,,,,,否,,,,,,,满意
3701020207,1,,是,是,是,是,2015,0,非常不满意,否,,,,否,.,,否,是,不太满意,是,是,,,1,,0,2,,非常不满意,否,,,,,,,否,,,,,,,非常满意
3701020208,1,,是,是,是,是,9999,2,非常满意,否,,,,否,.,,是,是,非常满意,否,,,,,,.,1,,非常满意,否,,,,,,,否,,,,,,,非常不满意
3701020209,1,,是,是,是,是,2010,0,非常不满意,否,,,,否,.,,是,是,非常满意,是,是,,,2,,50,2,,非常满意,否,,,,,,,否,,,,,,,非常满意
3701020210,1,,是,是,是,是,2019,0,非常满意,否,,,,否,.,,否,是,非常满意,是,是,,,1,,1500,2,,非常满意,否,,,,,,,否,,,,,,,非常满意
3701020211,1,,是,是,是,是,2011,0,满意,否,,,,否,.,,否,否,满意,是,是,,,1,,0,1,,满意,是,"2,3",,,,"3,4,6",,是,6,,1,,1,,满意
3701020212,2,,是,是,是,是,9999,2,满意,否,,,,否,.,,是,是,满意,是,是,,,1,,0,2,,满意,否,,,,,,,否,,,,,,,满意
3701010201,1,,否,否,是,是,9999,0,不太满意,否,,,,否,.,,否,是,满意,否,,,,,,.,2,,满意,是,2,,,,3,,是,6,,3,,1,,满意
3701010202,1,,是,是,是,是,2015,0,满意,否,,,,否,.,,是,是,满意,否,,,,9999,,0,1,,满意,否,,,,,,,否,,,,,,,满意
3701010203,1,,是,是,是,是,2012,0,非常不满意,否,,,,否,.,,是,是,非常满意,是,是,,,1,,0,2,,非常满意,否,,,,,,,否,,,,,,,非常满意
3701010204,6,买水,否,是,否,是,2015,100,不太满意,否,,,,否,.,,否,不知道,满意,是,是,,,3,,0,1,,非常满意,否,,,,,,,否,,,,,,,满意
3701010205,1,,是,是,是,是,2012,0,非常满意,否,,,,否,.,,否,是,非常满意,是,是,,,1,,0,1,,非常不满意,否,,,,,,,否,,,,,,,非常满意
3701010206,1,,是,是,是,是,2014,0,满意,否,,,,否,.,,否,是,满意,是,是,,,1,,0,1,,满意,否,,,,,,,否,,,,,,,满意
3701010207,1,,是,是,是,是,2015,0,满意,否,,,,否,.,,否,是,非常满意,是,是,,,5,单独大桶,0,2,,非常满意,否,,,,,,,否,,,,,,,非常满意
3701010208,1,,是,是,是,是,2015,0,满意,否,,,,否,.,,否,否,满意,是,是,,,1,,0,1,,满意,否,,,,,,,否,,,,,,,非常满意
3701010209,1,,是,是,是,是,2015,0,非常满意,否,,,,否,.,,否,是,非常满意,否,,,,,,.,1,,非常满意,否,,,,,,,否,,,,,,,非常满意
3701010210,1,,是,是,是,是,2016,0,非常不满意,否,,,,否,.,,是,是,满意,否,,,,3,,0,1,,非常满意,否,,,,,,,否,,,,,,,满意
3701010211,1,,是,是,是,是,2014,0,满意,否,,,,否,.,,否,否,非常满意,是,是,,,1,,0,1,,满意,否,,,,,,,是,,,"1,2",,"1,4",,满意
3701010212,1,,否,是,是,是,2012,0,一般,否,,,否,否,.,,是,是,满意,是,是,,,1,,0,1,,一般,否,,,,,,,否,,,,,,,满意
3701010101,1,,是,是,是,是,2014,0,满意,否,,,,否,.,,否,否,,是,是,,,1,,0,1,,满意,是,,,"2,5",,"1,4",,是,6,,"1,2",,"1,4",,一般
3701010102,1,,是,是,是,是,2019,0,满意,否,,,,否,.,,否,是,非常满意,是,是,,,1,,0,2,,非常满意,否,,,,,,,否,,,,,,,非常满意
3701010103,1,,是,是,是,是,2015,0,非常满意,否,,,,否,.,,是,是,非常满意,是,是,,,4,,0,2,,非常满意,否,,,,,,,否,,,,,,,非常满意
3701010104,2,,是,是,是,是,2012,0,非常满意,否,,,,否,.,,是,是,非常满意,是,是,,,3,,0,3,,满意,否,,,,,,,否,,,,,,,非常满意
3701010105,1,,是,是,是,是,2014,5,满意,否,,,,否,.,,否,是,非常满意,是,是,,,3,,0,2,,非常满意,否,,,,,,,否,,,,,,,非常满意
3701010106,1,,是,是,是,是,2019,0,非常满意,否,,,,否,.,,否,是,非常满意,是,否,5,,,,.,1,,非常满意,否,,,,,,,否,,,,,,,一般
3701010107,1,,是,是,是,是,2015,0,非常满意,否,,,,否,.,,否,是,非常满意,是,是,,,1,,9999,1,,非常满意,否,,,,,,,否,,,,,,,非常满意
3701010108,1,,是,是,是,是,2016,5,非常满意,否,,,,否,.,,否,是,满意,是,是,,,1,,1000,1,,满意,否,,,,,,,否,,,,,,,
3701010109,1,,是,是,是,是,2015,2,非常满意,否,,,,否,.,,否,是,非常满意,是,是,,,1,,1600,2,,非常满意,否,,,,,,,否,,,,,,,非常满意
3701010110,1,,是,是,是,是,2017,0,非常满意,否,,,,否,.,,否,是,非常满意,是,是,,,9999,,0,1,,非常满意,否,,,,,,,否,,,,,,,非常满意
3701010111,1,,是,是,是,是,2012,10,满意,否,,,,否,.,,否,否,不太满意,是,是,,,3,,0,1,,非常满意,是,2,,,,"3,1",,是,7,,"1,2",,2,,非常满意
3701010112,2,,是,是,是,是,2017,0,不太满意,否,,,,否,0,否,是,是,非常满意,是,是,,,3,,0,1,,非常满意,否,,,,,,,否,,,,,,,满意
3704020101,1,,是,是,是,是,2000,0,满意,是,3,,是,否,.,,是,是,非常满意,是,是,,,1,,0,2,,非常满意,是,2,,,,"1,7",,是,4,,"3,1",,5,无,满意
3704020102,1,,是,是,是,是,2010,0,满意,否,,,,否,.,,是,是,满意,是,是,,,4,,0,1,,满意,是,2,,,,1,,是,1,,1,,1,,满意
3704020103,1,,是,是,是,是,9999,0,非常满意,否,,,,否,.,,是,是,满意,是,是,,,5,坐便,400,1,,非常满意,否,,,,,,,是,4,,3,,1,,非常满意
3704020104,1,,是,是,是,是,2007,5,满意,否,,,,否,.,,否,是,非常满意,是,是,,,9999,,500,2,,非常满意,是,2,,,,3,,是,4,,3,,2,,非常满意
3704020105,1,,是,是,是,是,9999,0,非常满意,否,,,,否,.,,是,是,满意,是,是,,,1,,0,5,蓄水池,满意,否,,,,,,,是,7,垃圾桶,"1,3",,1,,满意
3704020106,1,,是,是,是,是,9999,0,满意,否,,,,否,.,,是,是,满意,是,是,,,2,,600,1,,非常满意,,2,,,,"1,3,4",,是,4,,"1,3",,2,,满意
3704020107,1,,是,是,是,是,9999,0,满意,否,,,,否,.,,否,是,非常满意,是,是,,,5,单独大桶,0,2,,非常满意,否,,,,,,,否,,,,,,,非常满意
3704020108,1,,是,是,是,是,2010,0,非常满意,否,,,,否,.,,否,是,非常不满意,否,,,,,,.,1,,非常满意,否,,,,,,,否,,,,,,,非常满意
3704020109,6,过滤水,是,是,是,是,2015,0,不太满意,否,,,,否,.,,是,是,满意,是,是,,,5,大桶,0,2,,非常满意,否,,,,,,,否,,,,,,,非常满意
3704020110,1,,是,是,是,是,9999,0,非常满意,否,,,,否,.,,是,是,非常满意,是,是,,,1,,0,2,,非常满意,否,,,,,,,否,,,,,,,非常满意
3704020111,1,,是,是,是,是,9999,0,非常满意,否,,,,否,.,,否,是,非常满意,是,是,,,1,,0,2,,非常满意,否,,,,,,,否,,,,,,,
3704020112,1,,是,是,是,是,1985,0,非常满意,否,,,,否,.,,是,是,满意,是,是,,,3,,0,2,,非常满意,是,2,,,,1,,是,4,,3,,5,无,非常满意
3704020113,1,,是,是,是,是,9999,3,满意,否,,,,否,.,,是,是,满意,是,是,,,9999,,0,1,,满意,是,1,,,,3,,是,4,,3,,2,,满意
3704020201,1,,是,是,是,是,9999,0,满意,否,,,,否,.,,是,是,满意,是,是,,,2,,0,1,,满意,是,2,,,,"3,7",,是,4,,"2,3",,5,无,满意
3704020202,1,,是,是,是,是,2013,3,非常满意,否,,,,否,.,,否,是,非常满意,是,是,,,2,,0,1,,非常满意,是,2,,,,"1,3",,是,4,,"1,2,3",,2,,非常满意
3704020203,1,,否,是,是,是,2010,0,不太满意,否,,,,否,.,,否,是,非常满意,是,是,,,2,,0,1,,非常满意,是,2,,,,"1,3",,是,4,,"1,3",,1,,非常满意
3704020204,1,,是,是,是,是,9999,0,满意,否,,,,否,.,,否,否,满意,是,是,,,2,,0,1,,满意,是,2,,,,3,,是,4,,3,,1,,满意
