varID,land_area,plot_num,tillage_mech_ratio,chem_fert_kg_per_mu,organic_fert_buy,irrigated_area_ratio,mobile_hours_per_day,can_get_info_online,organic_fert_total,internet_training,e_commerce,ag_insurance,bank_credit_user,applied_bank_loan,trade_credit,safe_drinking_water,garbage_sorting,garbage_central_treatment,sanitary_toilet,health_knowledge_learning,has_checkup,straw_utilized,pesticide_pack_safe,diet_control_score
2301010204,-0.4252881139122873,-1.0354758310224286,0.32790244859925843,-0.19903680726782047,-0.14053317218810496,0.4347436417493552,-0.3040915981204582,-1.6063107982343376,-0.23964576060793996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
2301010205,0.06313255877463773,-0.6688357224079869,0.32790244859925843,9.159731927532711,-0.14053317218810496,-2.370572787663085,-0.3040915981204582,0.8318452447451818,-0.23964576060793996,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
2301010206,0.673658399633294,-0.48551566810076613,0.32790244859925843,-0.7179799405346443,-0.14053317218810496,-2.370572787663085,1.1364001011559777,0.8318452447451818,-0.23964576060793996,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
2301010207,0.9422897696111028,-0.11887555948632454,0.32790244859925843,-0.27317154059165244,-0.14053317218810496,-2.370572787663085,-0.3040915981204582,-0.38723277674457784,-0.23964576060793996,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2301010208,4.458918612956963,2.6309252551219875,0.32790244859925843,-0.27317154059165244,-0.14053317218810496,-2.370572787663085,1.1364001011559777,0.8318452447451818,-0.23964576060793996,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
2301010209,-0.4252881139122873,-0.3021956137935453,0.32790244859925843,-0.19903680726782047,-0.14053317218810496,0.4347436417493552,1.1364001011559777,0.8318452447451818,-0.23964576060793996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
2301010210,-0.31539346255772915,-0.3021956137935453,0.32790244859925843,-0.19903680726782047,-0.14053317218810496,0.4347436417493552,-0.7842554978792702,0.8318452447451818,-0.23964576060793996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
2301010211,0.8201846014393716,-0.3021956137935453,0.32790244859925843,-0.19903680726782047,-0.14053317218810496,0.4347436417493552,1.1364001011559777,0.8318452447451818,-0.23964576060793996,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2301010212,-0.1810777775688248,-0.8521557767152077,0.32790244859925843,-0.4955757405631484,-0.14053317218810496,-2.370572787663085,-0.3040915981204582,-1.6063107982343376,-0.23964576060793996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2301020101,1.039973904148488,-0.3021956137935453,0.32790244859925843,-0.05076734062015652,-0.14053317218810496,0.4347436417493552,-0.3040915981204582,-1.6063107982343376,-0.23964576060793996,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2301020102,1.039973904148488,-0.3021956137935453,0.32790244859925843,-0.19903680726782047,-0.14053317218810496,0.4347436417493552,1.1364001011559777,0.8318452447451818,-0.23964576060793996,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
2301020103,2.0168152495223377,0.24776454912811705,0.32790244859925843,-0.19903680726782047,-0.14053317218810496,-1.5289778588393532,1.1364001011559777,0.8318452447451818,-0.23964576060793996,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2301020104,0.25850082784940775,-0.6688357224079869,0.32790244859925843,0.09750212602750744,-0.14053317218810496,0.4347436417493552,-0.7842554978792702,-1.6063107982343376,-0.23964576060793996,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2301020105,0.30734289511810026,-0.6688357224079869,0.32790244859925843,-0.24841053966149254,-0.14053317218810496,-2.370572787663085,-1.1203702277104386,-1.6063107982343376,-0.23964576060793996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
2301020106,6.168390967361201,0.7977247120497795,0.32790244859925843,-0.24841053966149254,-0.14053317218810496,-2.370572787663085,-0.3040915981204582,0.8318452447451818,-0.23964576060793996,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
2301020107,0.30734289511810026,-0.48551566810076613,0.32790244859925843,0.09750212602750744,-0.14053317218810496,-2.370572787663085,-0.3040915981204582,-0.38723277674457784,-0.23964576060793996,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
2301020108,2.1389204176940693,0.06444449482089626,0.32790244859925843,-0.19903680726782047,-0.14053317218810496,-2.370572787663085,0.6562362013971657,-0.38723277674457784,-0.23964576060793996,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
2301020109,2.0168152495223377,0.24776454912811705,0.32790244859925843,-0.19903680726782047,0.2576351514858051,-2.370572787663085,-0.3040915981204582,0.8318452447451818,-0.20118211739305034,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2301020110,3.2378669312396506,-1.0354758310224286,0.32790244859925843,-0.19903680726782047,-0.14053317218810496,-1.3418632529975434,1.6165640009147895,-0.38723277674457784,-0.23964576060793996,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2301020111,1.039973904148488,-0.11887555948632454,0.32790244859925843,-0.6438452072108123,-0.14053317218810496,0.4347436417493552,0.6562362013971657,-0.38723277674457784,-0.23964576060793996,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2301020112,1.5283945768354128,0.06444449482089626,0.32790244859925843,-0.19903680726782047,-0.14053317218810496,0.4347436417493552,0.17607230163835372,0.8318452447451818,-0.23964576060793996,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2301020201,0.16081669331202275,-0.48551566810076613,0.32790244859925843,-0.19903680726782047,-0.14053317218810496,-0.967914572956865,0.17607230163835372,-1.6063107982343376,-0.23964576060793996,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2301020202,2.1877624849627617,0.7977247120497795,0.32790244859925843,-0.5993643672165131,-0.14053317218810496,-0.967914572956865,2.0967279006736015,0.8318452447451818,4.568309641253263,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
2301020203,2.1389204176940693,0.24776454912811705,0.32790244859925843,-0.05076734062015652,-0.14053317218810496,-2.370572787663085,-0.3040915981204582,0.8318452447451818,4.568309641253263,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2301020204,3.0376144554380113,2.6309252551219875,0.32790244859925843,0.04857320203377837,-0.14053317218810496,-0.15830025142843474,-0.7842554978792702,-0.38723277674457784,1.1161976627169192,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
2301020205,1.6504997450071441,0.43108460343533783,0.32790244859925843,1.728466259151811,-0.14053317218810496,0.32253098457285756,1.1364001011559777,0.8318452447451818,-0.23964576060793996,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2301020206,2.505235922209263,1.164364820664221,0.32790244859925843,-0.4955757405631484,-0.14053317218810496,0.4347436417493552,2.5768918004324135,0.8318452447451818,-0.23964576060793996,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
2301020207,1.4062894086636817,-0.11887555948632454,0.32790244859925843,-0.0878347072820725,-0.14053317218810496,-0.4910107799567502,-0.3040915981204582,-0.38723277674457784,2.1643319403226617,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
2301020208,0.7102899500848134,-0.11887555948632454,0.32790244859925843,0.8388494592658272,-0.14053317218810496,-1.7674297553394105,0.17607230163835372,0.8318452447451818,-0.23964576060793996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2301020209,2.505235922209263,0.7977247120497795,0.32790244859925843,-0.05076734062015652,12.999021509050928,-2.370572787663085,0.17607230163835372,0.8318452447451818,1.0296544654834177,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
2301020210,0.673658399633294,0.43108460343533783,0.32790244859925843,-0.19903680726782047,-0.14053317218810496,0.4347436417493552,1.1364001011559777,0.8318452447451818,0.36134866462471044,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2301020211,-0.4252881139122873,-1.0354758310224286,0.32790244859925843,-0.19903680726782047,-0.14053317218810496,0.4347436417493552,0.6562362013971657,0.8318452447451818,-0.23964576060793996,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
2301020212,0.673658399633294,0.06444449482089626,0.32790244859925843,9.159731927532711,-0.14053317218810496,-2.370572787663085,-0.3040915981204582,-1.6063107982343376,-0.23964576060793996,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
2301030101,-0.31539346255772915,-0.3021956137935453,0.32790244859925843,-0.19903680726782047,-0.14053317218810496,0.4347436417493552,-0.3040915981204582,-0.38723277674457784,-0.23964576060793996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
2301030102,3.2378669312396506,3.7308455809653123,0.32790244859925843,-0.19903680726782047,-0.14053317218810496,0.4347436417493552,1.1364001011559777,-0.38723277674457784,-0.23964576060793996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
2301030103,-0.4252881139122873,-0.11887555948632454,0.32790244859925843,-0.19903680726782047,-0.14053317218810496,0.4347436417493552,-0.7842554978792702,-1.6063107982343376,-0.23964576060793996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
2301030104,-0.4252881139122873,-0.3021956137935453,0.32790244859925843,-0.19903680726782047,-0.14053317218810496,0.4347436417493552,-0.7842554978792702,0.8318452447451818,-0.23964576060793996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
2301030105,-0.4252881139122873,-0.3021956137935453,0.32790244859925843,-0.19903680726782047,-0.14053317218810496,0.4347436417493552,-0.3040915981204582,0.8318452447451818,-0.23964576060793996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2301030106,-0.4252881139122873,-0.3021956137935453,0.32790244859925843,-0.19903680726782047,-0.14053317218810496,0.4347436417493552,0.17607230163835372,0.8318452447451818,-0.23964576060793996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2301030107,-0.31539346255772915,-0.3021956137935453,0.32790244859925843,-0.19903680726782047,-0.14053317218810496,0.4347436417493552,-0.7842554978792702,0.8318452447451818,-0.23964576060793996,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
2301030108,0.12418514286050336,-0.3021956137935453,0.32790244859925843,-0.19903680726782047,-0.14053317218810496,-2.370572787663085,-0.7842554978792702,-0.38723277674457784,-0.23964576060793996,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
2301030109,0.7957635678050253,0.24776454912811705,0.32790244859925843,-0.1249020739439885,-0.14053317218810496,-2.370572787663085,-0.7842554978792702,0.8318452447451818,-0.23964576060793996,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
2301030110,0.185237726946369,0.24776454912811705,0.32790244859925843,-0.19903680726782047,-0.14053317218810496,-2.370572787663085,-0.3040915981204582,-0.38723277674457784,-0.23964576060793996,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
2301030111,-0.4252881139122873,0.06444449482089626,0.32790244859925843,-0.19903680726782047,-0.14053317218810496,0.4347436417493552,-0.7842554978792702,-0.38723277674457784,-0.23964576060793996,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
2301030112,-0.4252881139122873,-0.3021956137935453,0.32790244859925843,-0.19903680726782047,-0.14053317218810496,0.4347436417493552,1.1364001011559777,-0.38723277674457784,-0.23964576060793996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
2301030113,1.5283945768354128,0.6144046577425586,0.32790244859925843,-0.27317154059165244,-0.14053317218810496,0.4347436417493552,0.17607230163835372,-0.38723277674457784,-0.23964576060793996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2301030201,0.014290491505945233,-0.48551566810076613,0.32790244859925843,-0.1249020739439885,-0.14053317218810496,0.4347436417493552,-0.7842554978792702,-1.6063107982343376,-0.23964576060793996,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
2301030202,0.014290491505945233,-0.48551566810076613,0.32790244859925843,-0.7179799405346443,-0.14053317218810496,-2.370572787663085,0.6562362013971657,-0.38723277674457784,-0.23964576060793996,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
2301030203,-0.4252881139122873,-1.0354758310224286,0.32790244859925843,-0.19903680726782047,-0.14053317218810496,0.4347436417493552,0.6562362013971657,0.8318452447451818,-0.23964576060793996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
2301030204,2.1633414513284155,0.43108460343533783,0.32790244859925843,-0.19903680726782047,-0.14053317218810496,-2.370572787663085,-0.3040915981204582,0.8318452447451818,0.0007520094851202045,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2301030205,-0.4252881139122873,-0.3021956137935453,0.32790244859925843,-0.19903680726782047,-0.14053317218810496,0.4347436417493552,-0.3040915981204582,0.8318452447451818,-0.23964576060793996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
2301030206,-0.03455157576274727,-0.48551566810076613,0.32790244859925843,-0.05076734062015652,-0.14053317218810496,-2.370572787663085,2.0967279006736015,0.8318452447451818,-0.23964576060793996,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2301030207,0.16081669331202275,-0.48551566810076613,0.32790244859925843,-0.4955757405631484,-0.14053317218810496,-2.370572787663085,-0.7842554978792702,0.8318452447451818,-0.23964576060793996,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
2301030208,2.8227093594557644,0.43108460343533783,0.32790244859925843,-0.19903680726782047,-0.14053317218810496,-2.370572787663085,0.17607230163835372,0.8318452447451818,-0.23964576060793996,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
2301030209,-0.4252881139122873,-1.0354758310224286,0.32790244859925843,-0.19903680726782047,-0.14053317218810496,0.4347436417493552,-0.3040915981204582,0.8318452447451818,-0.23964576060793996,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
2301030210,0.3854902027480083,-0.48551566810076613,0.32790244859925843,-0.19903680726782047,-0.14053317218810496,-2.370572787663085,-0.5441735479998642,-1.6063107982343376,-0.23964576060793996,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
2301030211,2.0168152495223377,0.9810447663570002,0.32790244859925843,0.39404105932283534,-0.14053317218810496,-2.061987980427717,1.6165640009147895,0.8318452447451818,-0.23964576060793996,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
2301030212,6.177182539469558,3.18088541804365,0.32790244859925843,-0.19903680726782047,-0.14053317218810496,0.4347436417493552,2.5768918004324135,-1.6063107982343376,-0.23964576060793996,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
2301040101,0.673658399633294,0.06444449482089626,0.32790244859925843,0.09750212602750744,-0.14053317218810496,-2.370572787663085,3.0570557001912255,-0.38723277674457784,-0.23964576060793996,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
2301040102,6.177182539469558,0.24776454912811705,0.32790244859925843,-0.1249020739439885,-0.14053317218810496,0.4347436417493552,2.5768918004324135,0.8318452447451818,-0.23964576060793996,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2301040103,0.2340797942150615,-0.3021956137935453,0.32790244859925843,-0.3473062739154844,-0.14053317218810496,0.4347436417493552,-0.7842554978792702,-0.38723277674457784,-0.23964576060793996,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
2301040104,2.505235922209263,0.43108460343533783,0.32790244859925843,-0.19903680726782047,-0.14053317218810496,-2.370572787663085,-0.3040915981204582,0.8318452447451818,-0.23964576060793996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2301040105,0.7469215005363328,0.24776454912811705,0.32790244859925843,0.8388494592658272,-0.14053317218810496,-0.967914572956865,-0.3040915981204582,0.8318452447451818,-0.23964576060793996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
2301040106,1.943552148619299,0.43108460343533783,0.32790244859925843,-0.6438452072108123,-0.14053317218810496,0.4347436417493552,-0.3040915981204582,0.8318452447451818,-0.23964576060793996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
2301040107,1.162079072320219,0.24776454912811705,0.32790244859925843,-0.19903680726782047,1.103742839292864,-2.370572787663085,-0.3040915981204582,0.8318452447451818,0.24114977957818037,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2301040108,2.2610255858658004,0.7977247120497795,0.32790244859925843,-0.3473062739154844,-0.14053317218810496,0.4347436417493552,0.6562362013971657,0.8318452447451818,-0.23964576060793996,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
2301040109,-0.31539346255772915,-0.3021956137935453,0.32790244859925843,-0.19903680726782047,-0.14053317218810496,0.4347436417493552,-0.3040915981204582,0.8318452447451818,-0.23964576060793996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2301040110,6.177182539469558,2.080965092200325,0.32790244859925843,-0.1249020739439885,-0.14053317218810496,-0.967914572956865,-0.3040915981204582,0.8318452447451818,-0.23964576060793996,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
2301040111,0.014290491505945233,-0.8521557767152077,0.32790244859925843,9.159731927532711,-0.14053317218810496,0.4347436417493552,-0.3040915981204582,0.8318452447451818,-0.23964576060793996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
2301040112,4.458918612956963,0.9810447663570002,0.32790244859925843,-0.19903680726782047,12.999021509050928,-2.370572787663085,-0.7842554978792702,-0.38723277674457784,1.0296544654834177,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
2302010101,-0.31539346255772915,-0.3021956137935453,0.32790244859925843,-0.19903680726782047,-0.14053317218810496,0.4347436417493552,1.1364001011559777,-0.38723277674457784,-0.23964576060793996,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
2302010102,0.40502702965548526,-0.48551566810076613,0.32790244859925843,-0.3473062739154844,-0.14053317218810496,0.4347436417493552,-0.7842554978792702,-1.6063107982343376,-0.23964576060793996,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2302010103,1.0888159714171803,-0.3021956137935453,0.32790244859925843,-0.4955757405631484,-0.14053317218810496,0.4347436417493552,3.5372195999500375,-1.6063107982343376,-0.23964576060793996,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2302010104,4.458918612956963,0.7977247120497795,0.32790244859925843,-0.27317154059165244,-0.14053317218810496,0.4347436417493552,-0.7842554978792702,0.8318452447451818,-0.23964576060793996,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
2302010105,5.06944445381562,0.43108460343533783,0.32790244859925843,-0.4214410072393164,-0.14053317218810496,-2.370572787663085,1.1364001011559777,0.8318452447451818,-0.23964576060793996,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
